"Data set title: Canopy Processes at HJA. Above canopy variables include: air temperature, relative humidity, water vapor, and leaf wetness from 01-Oct-2023 to 21-Jun-2024",,,,
,,,,
Site,Date,AIRTEMP_MEAN_5600_0_01,VPD_MEAN_5600_0_01,Flag_VPD_MEAN_5600_0_01
DSCMET_421,10/1/2023 5:25,2.926,0.045,
DSCMET_421,10/1/2023 5:30,2.89,0.045,
DSCMET_421,10/1/2023 5:35,2.828,0.045,
DSCMET_421,10/1/2023 5:40,2.886,0.045,
DSCMET_421,10/1/2023 5:45,2.792,0.052,
DSCMET_421,10/1/2023 5:50,2.712,0.052,
DSCMET_421,10/1/2023 5:55,2.636,0.052,
DSCMET_421,10/1/2023 6:00,2.591,0.052,
DSCMET_421,10/1/2023 6:05,2.638,0.052,
DSCMET_421,10/1/2023 6:10,2.579,0.051,
DSCMET_421,10/1/2023 6:15,2.564,0.051,
DSCMET_421,10/1/2023 6:20,2.507,0.044,
DSCMET_421,10/1/2023 6:25,2.586,0.044,
DSCMET_421,10/1/2023 6:30,2.567,0.044,
DSCMET_421,10/1/2023 6:35,2.519,0.051,
DSCMET_421,10/1/2023 6:40,2.53,0.044,
DSCMET_421,10/1/2023 6:45,2.478,0.044,
DSCMET_421,10/1/2023 6:50,2.406,0.051,
DSCMET_421,10/1/2023 6:55,2.449,0.044,
DSCMET_421,10/1/2023 7:00,2.579,0.044,
DSCMET_421,10/1/2023 7:05,2.573,0.044,
DSCMET_421,10/1/2023 7:10,2.54,0.044,
DSCMET_421,10/1/2023 7:15,2.623,0.044,
DSCMET_421,10/1/2023 7:20,2.678,0.044,
DSCMET_421,10/1/2023 7:25,2.761,0.045,
DSCMET_421,10/1/2023 7:30,2.851,0.045,
DSCMET_421,10/1/2023 7:35,2.897,0.045,
DSCMET_421,10/1/2023 7:40,2.915,0.045,
DSCMET_421,10/1/2023 7:45,2.955,0.045,
DSCMET_421,10/1/2023 7:50,3.107,0.038,
DSCMET_421,10/1/2023 7:55,3.258,0.039,
DSCMET_421,10/1/2023 8:00,3.497,0.039,
DSCMET_421,10/1/2023 8:05,3.752,0.04,
DSCMET_421,10/1/2023 8:10,3.956,0.041,
DSCMET_421,10/1/2023 8:15,4.241,0.041,
DSCMET_421,10/1/2023 8:20,4.614,0.042,
DSCMET_421,10/1/2023 8:25,4.721,0.034,
DSCMET_421,10/1/2023 8:30,4.939,0.035,
DSCMET_421,10/1/2023 8:35,5.148,0.035,
DSCMET_421,10/1/2023 8:40,5.425,0.036,
DSCMET_421,10/1/2023 8:45,5.832,0.037,
DSCMET_421,10/1/2023 8:50,6.211,0.038,
DSCMET_421,10/1/2023 8:55,6.919,0.03,
DSCMET_421,10/1/2023 9:00,7.989,0.043,
DSCMET_421,10/1/2023 9:05,8.63,0.045,
DSCMET_421,10/1/2023 9:10,9.21,0.058,
DSCMET_421,10/1/2023 9:15,9.58,0.072,
DSCMET_421,10/1/2023 9:20,9.9,0.342,
DSCMET_421,10/1/2023 9:25,10.29,1.202,
DSCMET_421,10/1/2023 9:30,10.97,1.939,
DSCMET_421,10/1/2023 9:35,11.42,2.416,
DSCMET_421,10/1/2023 9:40,11.57,2.957,
DSCMET_421,10/1/2023 9:45,11.75,3.112,
DSCMET_421,10/1/2023 9:50,12.1,3.117,
DSCMET_421,10/1/2023 9:55,12.43,3.402,
DSCMET_421,10/1/2023 10:00,12.65,3.744,
DSCMET_421,10/1/2023 10:05,13.09,4.242,
DSCMET_421,10/1/2023 10:10,13.26,4.707,
DSCMET_421,10/1/2023 10:15,13.64,5.039,
DSCMET_421,10/1/2023 10:20,13.89,5.81,
DSCMET_421,10/1/2023 10:25,13.9,5.692,
DSCMET_421,10/1/2023 10:30,14.29,5.864,
DSCMET_421,10/1/2023 10:35,14.65,6.27,
DSCMET_421,10/1/2023 10:40,14.71,6.497,
DSCMET_421,10/1/2023 10:45,14.73,6.096,
DSCMET_421,10/1/2023 10:50,14.43,6.001,
DSCMET_421,10/1/2023 10:55,14.31,5.863,
DSCMET_421,10/1/2023 11:00,14.14,6.13,
DSCMET_421,10/1/2023 11:05,14.03,5.924,
DSCMET_421,10/1/2023 11:10,14.19,6.293,
DSCMET_421,10/1/2023 11:15,14.46,6.53,
DSCMET_421,10/1/2023 11:20,14.69,6.965,
DSCMET_421,10/1/2023 11:25,15.03,7.273,
DSCMET_421,10/1/2023 11:30,15.44,8.072,
DSCMET_421,10/1/2023 11:35,16,8.82,
DSCMET_421,10/1/2023 11:40,16.57,10.23,
DSCMET_421,10/1/2023 11:45,16.88,11.183,
DSCMET_421,10/1/2023 11:50,17.06,11.172,
DSCMET_421,10/1/2023 11:55,17.17,11.455,
DSCMET_421,10/1/2023 12:00,17.37,11.565,
DSCMET_421,10/1/2023 12:05,17.71,11.881,
DSCMET_421,10/1/2023 12:10,17.96,12.504,
DSCMET_421,10/1/2023 12:15,18.03,12.509,
DSCMET_421,10/1/2023 12:20,17.95,12.261,
DSCMET_421,10/1/2023 12:25,17.91,12.296,
DSCMET_421,10/1/2023 12:30,17.68,12.061,
DSCMET_421,10/1/2023 12:35,17.72,11.907,
DSCMET_421,10/1/2023 12:40,17.85,12.044,
DSCMET_421,10/1/2023 12:45,18.05,11.916,
DSCMET_421,10/1/2023 12:50,18.19,12.093,
DSCMET_421,10/1/2023 12:55,17.99,11.878,
DSCMET_421,10/1/2023 13:00,17.96,11.543,
DSCMET_421,10/1/2023 13:05,18.23,11.924,
DSCMET_421,10/1/2023 13:10,18.18,12.21,
DSCMET_421,10/1/2023 13:15,18.09,11.791,
DSCMET_421,10/1/2023 13:20,18.33,12.035,
DSCMET_421,10/1/2023 13:25,18.38,11.724,
DSCMET_421,10/1/2023 13:30,18.31,11.793,
DSCMET_421,10/1/2023 13:35,18.42,12.232,
DSCMET_421,10/1/2023 13:40,18.28,12.071,
DSCMET_421,10/1/2023 13:45,18.41,12.191,
DSCMET_421,10/1/2023 13:50,18.46,12.507,
DSCMET_421,10/1/2023 13:55,18.54,12.259,
DSCMET_421,10/1/2023 14:00,18.62,12.582,
DSCMET_421,10/1/2023 14:05,18.29,12.308,
DSCMET_421,10/1/2023 14:10,18.46,12.378,
DSCMET_421,10/1/2023 14:15,18.54,12.683,
DSCMET_421,10/1/2023 14:20,18.66,12.568,
DSCMET_421,10/1/2023 14:25,18.77,12.69,
DSCMET_421,10/1/2023 14:30,18.85,12.411,
DSCMET_421,10/1/2023 14:35,18.99,12.523,
DSCMET_421,10/1/2023 14:40,18.76,12.634,
DSCMET_421,10/1/2023 14:45,18.84,13.078,
DSCMET_421,10/1/2023 14:50,18.77,13.084,
DSCMET_421,10/1/2023 14:55,18.51,12.7,
DSCMET_421,10/1/2023 15:00,18.34,12.125,
DSCMET_421,10/1/2023 15:05,18.42,12.199,
DSCMET_421,10/1/2023 15:10,18.02,11.663,
DSCMET_421,10/1/2023 15:15,17.81,11.047,
DSCMET_421,10/1/2023 15:20,17.73,10.701,
DSCMET_421,10/1/2023 15:25,17.34,9.594,
DSCMET_421,10/1/2023 15:30,17.18,9.946,
DSCMET_421,10/1/2023 15:35,17.11,9.408,
DSCMET_421,10/1/2023 15:40,16.53,8.342,
DSCMET_421,10/1/2023 15:45,15.92,7.55,
DSCMET_421,10/1/2023 15:50,16.06,7.7,
DSCMET_421,10/1/2023 15:55,16.24,7.889,
DSCMET_421,10/1/2023 16:00,16.6,8.298,
DSCMET_421,10/1/2023 16:05,17,9.122,
DSCMET_421,10/1/2023 16:10,17.09,8.812,
DSCMET_421,10/1/2023 16:15,17.04,8.788,
DSCMET_421,10/1/2023 16:20,16.92,9.026,
DSCMET_421,10/1/2023 16:25,16.89,8.747,
DSCMET_421,10/1/2023 16:30,16.57,8.482,
DSCMET_421,10/1/2023 16:35,16.26,8.252,
DSCMET_421,10/1/2023 16:40,16.09,8.207,
DSCMET_421,10/1/2023 16:45,15.97,8.249,
DSCMET_421,10/1/2023 16:50,15.76,7.33,
DSCMET_421,10/1/2023 16:55,15.18,6.942,
DSCMET_421,10/1/2023 17:00,14.75,6.183,
DSCMET_421,10/1/2023 17:05,14.74,6.592,
DSCMET_421,10/1/2023 17:10,14.54,6.001,
DSCMET_421,10/1/2023 17:15,13.92,5.027,
DSCMET_421,10/1/2023 17:20,13.71,5.079,
DSCMET_421,10/1/2023 17:25,13.52,4.265,
DSCMET_421,10/1/2023 17:30,13.22,4.089,
DSCMET_421,10/1/2023 17:35,12.85,3.816,
DSCMET_421,10/1/2023 17:40,12.8,3.564,
DSCMET_421,10/1/2023 17:45,12.59,3.385,
DSCMET_421,10/1/2023 17:50,12.45,3.492,
DSCMET_421,10/1/2023 17:55,12.26,2.932,
DSCMET_421,10/1/2023 18:00,11.87,2.461,
DSCMET_421,10/1/2023 18:05,11.73,2.356,
DSCMET_421,10/1/2023 18:10,11.44,2.162,
DSCMET_421,10/1/2023 18:15,11.18,2.006,
DSCMET_421,10/1/2023 18:20,10.91,1.801,
DSCMET_421,10/1/2023 18:25,10.79,1.592,
DSCMET_421,10/1/2023 18:30,10.66,1.527,
DSCMET_421,10/1/2023 18:35,10.42,1.478,
DSCMET_421,10/1/2023 18:40,10.35,1.446,
DSCMET_421,10/1/2023 18:45,10.19,1.281,
DSCMET_421,10/1/2023 18:50,10.21,1.345,
DSCMET_421,10/1/2023 18:55,10.07,1.283,
DSCMET_421,10/1/2023 19:00,9.96,1.274,
DSCMET_421,10/1/2023 19:05,9.87,1.278,
DSCMET_421,10/1/2023 19:10,9.78,1.21,
DSCMET_421,10/1/2023 19:15,9.67,1.201,
DSCMET_421,10/1/2023 19:20,9.46,1.078,
DSCMET_421,10/1/2023 19:25,9.3,1.007,
DSCMET_421,10/1/2023 19:30,9.16,0.94,
DSCMET_421,10/1/2023 19:35,9.06,0.888,
DSCMET_421,10/1/2023 19:40,9.05,0.806,
DSCMET_421,10/1/2023 19:45,9.11,0.844,
DSCMET_421,10/1/2023 19:50,9.12,0.972,
DSCMET_421,10/1/2023 19:55,8.99,0.987,
DSCMET_421,10/1/2023 20:00,8.85,0.977,
DSCMET_421,10/1/2023 20:05,8.63,0.873,
DSCMET_421,10/1/2023 20:10,8.5,0.766,
DSCMET_421,10/1/2023 20:15,8.57,0.725,
DSCMET_421,10/1/2023 20:20,8.51,0.755,
DSCMET_421,10/1/2023 20:25,8.49,0.754,
DSCMET_421,10/1/2023 20:30,8.44,0.785,
DSCMET_421,10/1/2023 20:35,8.31,0.745,
DSCMET_421,10/1/2023 20:40,8.19,0.674,
DSCMET_421,10/1/2023 20:45,8.15,0.607,
DSCMET_421,10/1/2023 20:50,8.18,0.641,
DSCMET_421,10/1/2023 20:55,8.15,0.737,
DSCMET_421,10/1/2023 21:00,8.11,0.702,
DSCMET_421,10/1/2023 21:05,8.06,0.668,
DSCMET_421,10/1/2023 21:10,7.95,0.652,
DSCMET_421,10/1/2023 21:15,7.913,0.608,
DSCMET_421,10/1/2023 21:20,7.88,0.575,
DSCMET_421,10/1/2023 21:25,7.766,0.549,
DSCMET_421,10/1/2023 21:30,7.974,0.535,
DSCMET_421,10/1/2023 21:35,8.07,0.657,
DSCMET_421,10/1/2023 21:40,7.825,0.689,
DSCMET_421,10/1/2023 21:45,7.686,0.609,
DSCMET_421,10/1/2023 21:50,7.661,0.545,
DSCMET_421,10/1/2023 21:55,7.666,0.514,
DSCMET_421,10/1/2023 22:00,7.642,0.492,
DSCMET_421,10/1/2023 22:05,7.685,0.493,
DSCMET_421,10/1/2023 22:10,7.53,0.53,
DSCMET_421,10/1/2023 22:15,7.405,0.515,
DSCMET_421,10/1/2023 22:20,7.461,0.455,
DSCMET_421,10/1/2023 22:25,7.329,0.43,
DSCMET_421,10/1/2023 22:30,7.159,0.425,
DSCMET_421,10/1/2023 22:35,7.062,0.402,
DSCMET_421,10/1/2023 22:40,7.024,0.371,
DSCMET_421,10/1/2023 22:45,7.035,0.341,
DSCMET_421,10/1/2023 22:50,6.878,0.338,
DSCMET_421,10/1/2023 22:55,7.017,0.321,
DSCMET_421,10/1/2023 23:00,6.905,0.299,
DSCMET_421,10/1/2023 23:05,6.717,0.305,
DSCMET_421,10/1/2023 23:10,6.787,0.296,
DSCMET_421,10/1/2023 23:15,6.767,0.276,
DSCMET_421,10/1/2023 23:20,6.801,0.267,
DSCMET_421,10/1/2023 23:25,6.776,0.256,
DSCMET_421,10/1/2023 23:30,6.62,0.264,
DSCMET_421,10/1/2023 23:35,6.596,0.253,
DSCMET_421,10/1/2023 23:40,6.604,0.244,
DSCMET_421,10/1/2023 23:45,6.599,0.244,
DSCMET_421,10/1/2023 23:50,6.596,0.234,
DSCMET_421,10/1/2023 23:55,6.695,0.226,
DSCMET_421,10/2/2023 0:00,6.52,0.223,
DSCMET_421,10/2/2023 0:05,6.55,0.223,
DSCMET_421,10/2/2023 0:10,6.575,0.214,
DSCMET_421,10/2/2023 0:15,6.579,0.214,
DSCMET_421,10/2/2023 0:20,6.476,0.213,
DSCMET_421,10/2/2023 0:25,6.46,0.212,
DSCMET_421,10/2/2023 0:30,6.379,0.211,
DSCMET_421,10/2/2023 0:35,6.356,0.211,
DSCMET_421,10/2/2023 0:40,6.293,0.2,
DSCMET_421,10/2/2023 0:45,6.171,0.199,
DSCMET_421,10/2/2023 0:50,6.137,0.189,
DSCMET_421,10/2/2023 0:55,6.116,0.179,
DSCMET_421,10/2/2023 1:00,6.06,0.178,
DSCMET_421,10/2/2023 1:05,5.967,0.177,
DSCMET_421,10/2/2023 1:10,5.963,0.168,
DSCMET_421,10/2/2023 1:15,5.886,0.158,
DSCMET_421,10/2/2023 1:20,5.877,0.158,
DSCMET_421,10/2/2023 1:25,5.876,0.148,
DSCMET_421,10/2/2023 1:30,5.831,0.148,
DSCMET_421,10/2/2023 1:35,5.763,0.138,
DSCMET_421,10/2/2023 1:40,5.704,0.137,
DSCMET_421,10/2/2023 1:45,5.655,0.137,
DSCMET_421,10/2/2023 1:50,5.692,0.128,
DSCMET_421,10/2/2023 1:55,5.511,0.127,
DSCMET_421,10/2/2023 2:00,5.431,0.126,
DSCMET_421,10/2/2023 2:05,5.379,0.125,
DSCMET_421,10/2/2023 2:10,5.383,0.125,
DSCMET_421,10/2/2023 2:15,5.419,0.117,
DSCMET_421,10/2/2023 2:20,5.285,0.116,
DSCMET_421,10/2/2023 2:25,5.216,0.115,
DSCMET_421,10/2/2023 2:30,5.224,0.115,
DSCMET_421,10/2/2023 2:35,5.168,0.115,
DSCMET_421,10/2/2023 2:40,5.174,0.106,
DSCMET_421,10/2/2023 2:45,5.211,0.106,
DSCMET_421,10/2/2023 2:50,5.179,0.106,
DSCMET_421,10/2/2023 2:55,5.138,0.106,
DSCMET_421,10/2/2023 3:00,5.101,0.097,
DSCMET_421,10/2/2023 3:05,5.064,0.096,
DSCMET_421,10/2/2023 3:10,5.106,0.097,
DSCMET_421,10/2/2023 3:15,5.037,0.096,
DSCMET_421,10/2/2023 3:20,4.966,0.096,
DSCMET_421,10/2/2023 3:25,4.851,0.095,
DSCMET_421,10/2/2023 3:30,4.857,0.095,
DSCMET_421,10/2/2023 3:35,4.844,0.086,
DSCMET_421,10/2/2023 3:40,4.885,0.087,
DSCMET_421,10/2/2023 3:45,4.866,0.086,
DSCMET_421,10/2/2023 3:50,4.776,0.086,
DSCMET_421,10/2/2023 3:55,4.761,0.086,
DSCMET_421,10/2/2023 4:00,4.702,0.085,
DSCMET_421,10/2/2023 4:05,4.69,0.085,
DSCMET_421,10/2/2023 4:10,4.617,0.085,
DSCMET_421,10/2/2023 4:15,4.525,0.084,
DSCMET_421,10/2/2023 4:20,4.514,0.076,
DSCMET_421,10/2/2023 4:25,4.505,0.084,
DSCMET_421,10/2/2023 4:30,4.47,0.076,
DSCMET_421,10/2/2023 4:35,4.384,0.075,
DSCMET_421,10/2/2023 4:40,4.419,0.075,
DSCMET_421,10/2/2023 4:45,4.422,0.075,
DSCMET_421,10/2/2023 4:50,4.448,0.076,
DSCMET_421,10/2/2023 4:55,4.483,0.076,
DSCMET_421,10/2/2023 5:00,4.426,0.075,
DSCMET_421,10/2/2023 5:05,4.372,0.075,
DSCMET_421,10/2/2023 5:10,4.328,0.075,
DSCMET_421,10/2/2023 5:15,4.397,0.067,
DSCMET_421,10/2/2023 5:20,4.367,0.067,
DSCMET_421,10/2/2023 5:25,4.35,0.067,
DSCMET_421,10/2/2023 5:30,4.388,0.067,
DSCMET_421,10/2/2023 5:35,4.402,0.067,
DSCMET_421,10/2/2023 5:40,4.391,0.067,
DSCMET_421,10/2/2023 5:45,4.358,0.067,
DSCMET_421,10/2/2023 5:50,4.401,0.067,
DSCMET_421,10/2/2023 5:55,4.437,0.067,
DSCMET_421,10/2/2023 6:00,4.443,0.059,
DSCMET_421,10/2/2023 6:05,4.537,0.059,
DSCMET_421,10/2/2023 6:10,4.515,0.059,
DSCMET_421,10/2/2023 6:15,4.554,0.059,
DSCMET_421,10/2/2023 6:20,4.551,0.059,
DSCMET_421,10/2/2023 6:25,4.607,0.059,
DSCMET_421,10/2/2023 6:30,4.596,0.059,
DSCMET_421,10/2/2023 6:35,4.705,0.06,
DSCMET_421,10/2/2023 6:40,4.833,0.06,
DSCMET_421,10/2/2023 6:45,5.003,0.052,
DSCMET_421,10/2/2023 6:50,5.124,0.053,
DSCMET_421,10/2/2023 6:55,5.133,0.053,
DSCMET_421,10/2/2023 7:00,5.061,0.053,
DSCMET_421,10/2/2023 7:05,5.139,0.053,
DSCMET_421,10/2/2023 7:10,5.307,0.053,
DSCMET_421,10/2/2023 7:15,5.412,0.054,
DSCMET_421,10/2/2023 7:20,5.436,0.054,
DSCMET_421,10/2/2023 7:25,5.606,0.055,
DSCMET_421,10/2/2023 7:30,5.713,0.046,
DSCMET_421,10/2/2023 7:35,5.865,0.046,
DSCMET_421,10/2/2023 7:40,6.02,0.047,
DSCMET_421,10/2/2023 7:45,6.117,0.047,
DSCMET_421,10/2/2023 7:50,6.221,0.047,
DSCMET_421,10/2/2023 7:55,6.323,0.048,
DSCMET_421,10/2/2023 8:00,6.441,0.048,
DSCMET_421,10/2/2023 8:05,6.486,0.048,
DSCMET_421,10/2/2023 8:10,6.582,0.049,
DSCMET_421,10/2/2023 8:15,6.716,0.049,
DSCMET_421,10/2/2023 8:20,6.884,0.05,
DSCMET_421,10/2/2023 8:25,7.096,0.05,
DSCMET_421,10/2/2023 8:30,7.295,0.051,
DSCMET_421,10/2/2023 8:35,7.692,0.063,
DSCMET_421,10/2/2023 8:40,8.09,0.065,
DSCMET_421,10/2/2023 8:45,8.31,0.088,
DSCMET_421,10/2/2023 8:50,8.32,0.208,
DSCMET_421,10/2/2023 8:55,8.52,0.711,
DSCMET_421,10/2/2023 9:00,8.82,1.179,
DSCMET_421,10/2/2023 9:05,9.35,1.305,
DSCMET_421,10/2/2023 9:10,9.64,1.426,
DSCMET_421,10/2/2023 9:15,9.62,1.688,
DSCMET_421,10/2/2023 9:20,9.73,1.7,
DSCMET_421,10/2/2023 9:25,9.99,1.804,
DSCMET_421,10/2/2023 9:30,10.29,2.191,
DSCMET_421,10/2/2023 9:35,10.48,2.333,
DSCMET_421,10/2/2023 9:40,10.5,2.579,
DSCMET_421,10/2/2023 9:45,10.55,2.754,
DSCMET_421,10/2/2023 9:50,10.63,2.67,
DSCMET_421,10/2/2023 9:55,10.75,2.889,
DSCMET_421,10/2/2023 10:00,10.97,3.43,
DSCMET_421,10/2/2023 10:05,11.55,3.646,
DSCMET_421,10/2/2023 10:10,11.96,3.9,
DSCMET_421,10/2/2023 10:15,12.32,4.035,
DSCMET_421,10/2/2023 10:20,12.56,4.276,
DSCMET_421,10/2/2023 10:25,12.76,4.405,
DSCMET_421,10/2/2023 10:30,12.78,4.697,
DSCMET_421,10/2/2023 10:35,12.81,4.749,
DSCMET_421,10/2/2023 10:40,12.87,5.095,
DSCMET_421,10/2/2023 10:45,13.07,5.094,
DSCMET_421,10/2/2023 10:50,13.78,5.701,
DSCMET_421,10/2/2023 10:55,14.39,6.477,
DSCMET_421,10/2/2023 11:00,14.81,7.075,
DSCMET_421,10/2/2023 11:05,15.13,7.298,
DSCMET_421,10/2/2023 11:10,15.07,6.819,
DSCMET_421,10/2/2023 11:15,14.82,6.756,
DSCMET_421,10/2/2023 11:20,14.67,6.747,
DSCMET_421,10/2/2023 11:25,14.51,6.153,
DSCMET_421,10/2/2023 11:30,14.36,6.131,
DSCMET_421,10/2/2023 11:35,14.09,5.901,
DSCMET_421,10/2/2023 11:40,13.79,5.569,
DSCMET_421,10/2/2023 11:45,13.66,5.238,
DSCMET_421,10/2/2023 11:50,13.58,5.218,
DSCMET_421,10/2/2023 11:55,13.48,5.177,
DSCMET_421,10/2/2023 12:00,13.43,5.16,
DSCMET_421,10/2/2023 12:05,13.43,4.975,
DSCMET_421,10/2/2023 12:10,13.48,4.953,
DSCMET_421,10/2/2023 12:15,13.58,5.022,
DSCMET_421,10/2/2023 12:20,13.74,5.234,
DSCMET_421,10/2/2023 12:25,13.92,5.349,
DSCMET_421,10/2/2023 12:30,14,5.956,
DSCMET_421,10/2/2023 12:35,13.98,5.924,
DSCMET_421,10/2/2023 12:40,13.94,5.821,
DSCMET_421,10/2/2023 12:45,13.9,5.87,
DSCMET_421,10/2/2023 12:50,13.83,5.75,
DSCMET_421,10/2/2023 12:55,13.7,5.341,
DSCMET_421,10/2/2023 13:00,13.55,4.803,
DSCMET_421,10/2/2023 13:05,13.39,4.262,
DSCMET_421,10/2/2023 13:10,13.11,3.676,
DSCMET_421,10/2/2023 13:15,12.91,3.088,
DSCMET_421,10/2/2023 13:20,12.89,2.751,
DSCMET_421,10/2/2023 13:25,12.86,2.552,
DSCMET_421,10/2/2023 13:30,12.91,2.337,
DSCMET_421,10/2/2023 13:35,13.02,2.249,
DSCMET_421,10/2/2023 13:40,13.26,2.209,
DSCMET_421,10/2/2023 13:45,13.35,2.574,
DSCMET_421,10/2/2023 13:50,13.28,2.852,
DSCMET_421,10/2/2023 13:55,13.3,2.551,
DSCMET_421,10/2/2023 14:00,13.19,2.729,
DSCMET_421,10/2/2023 14:05,13.1,2.593,
DSCMET_421,10/2/2023 14:10,13.03,2.551,
DSCMET_421,10/2/2023 14:15,12.91,2.442,
DSCMET_421,10/2/2023 14:20,12.8,2.675,
DSCMET_421,10/2/2023 14:25,12.83,3.091,
DSCMET_421,10/2/2023 14:30,13,2.995,
DSCMET_421,10/2/2023 14:35,13.29,2.747,
DSCMET_421,10/2/2023 14:40,13.62,2.386,
DSCMET_421,10/2/2023 14:45,13.71,2.588,
DSCMET_421,10/2/2023 14:50,13.61,2.977,
DSCMET_421,10/2/2023 14:55,13.47,2.965,
DSCMET_421,10/2/2023 15:00,13.47,2.162,
DSCMET_421,10/2/2023 15:05,13.33,2.02,
DSCMET_421,10/2/2023 15:10,13.07,2.513,
DSCMET_421,10/2/2023 15:15,13.06,1.804,
DSCMET_421,10/2/2023 15:20,12.89,1.413,
DSCMET_421,10/2/2023 15:25,12.75,1.238,
DSCMET_421,10/2/2023 15:30,12.64,1.156,
DSCMET_421,10/2/2023 15:35,12.53,1.104,
DSCMET_421,10/2/2023 15:40,12.38,1.107,
DSCMET_421,10/2/2023 15:45,12.4,0.922,
DSCMET_421,10/2/2023 15:50,12.27,0.914,
DSCMET_421,10/2/2023 15:55,12.16,0.935,
DSCMET_421,10/2/2023 16:00,12.14,0.793,
DSCMET_421,10/2/2023 16:05,12.02,0.702,
DSCMET_421,10/2/2023 16:10,11.93,0.628,
DSCMET_421,10/2/2023 16:15,11.8,0.595,
DSCMET_421,10/2/2023 16:20,11.74,0.551,
DSCMET_421,10/2/2023 16:25,11.71,0.509,
DSCMET_421,10/2/2023 16:30,11.65,0.48,
DSCMET_421,10/2/2023 16:35,11.61,0.451,
DSCMET_421,10/2/2023 16:40,11.58,0.437,
