"Data set title: Canopy Processes at HJA. Above canopy variables include: air temperature, relative humidity, water vapor, and leaf wetness from 01-Oct-2022 to 01-Oct-2023",,,,
,,,,
Site,Date,AIRTEMP_MEAN_5600_0_01,VPD_MEAN_5600_0_01,Flag_VPD_MEAN_5600_0_01
DSCMET_421,10/1/2022 5:25,9.34,0.305,
DSCMET_421,10/1/2022 5:30,9.15,0.302,
DSCMET_421,10/1/2022 5:35,9.19,0.244,
DSCMET_421,10/1/2022 5:40,9.29,0.246,
DSCMET_421,10/1/2022 5:45,9.26,0.292,
DSCMET_421,10/1/2022 5:50,9.3,0.281,
DSCMET_421,10/1/2022 5:55,9.31,0.305,
DSCMET_421,10/1/2022 6:00,9.25,0.327,
DSCMET_421,10/1/2022 6:05,9.14,0.29,
DSCMET_421,10/1/2022 6:10,9.1,0.289,
DSCMET_421,10/1/2022 6:15,9.17,0.267,
DSCMET_421,10/1/2022 6:20,9.06,0.288,
DSCMET_421,10/1/2022 6:25,8.97,0.252,
DSCMET_421,10/1/2022 6:30,9.08,0.219,
DSCMET_421,10/1/2022 6:35,9.18,0.221,
DSCMET_421,10/1/2022 6:40,9.12,0.255,
DSCMET_421,10/1/2022 6:45,9.03,0.253,
DSCMET_421,10/1/2022 6:50,8.92,0.228,
DSCMET_421,10/1/2022 6:55,9.26,0.21,
DSCMET_421,10/1/2022 7:00,9.25,0.327,
DSCMET_421,10/1/2022 7:05,9.12,0.301,
DSCMET_421,10/1/2022 7:10,9.21,0.279,
DSCMET_421,10/1/2022 7:15,9.09,0.289,
DSCMET_421,10/1/2022 7:20,9.04,0.288,
DSCMET_421,10/1/2022 7:25,9.35,0.247,
DSCMET_421,10/1/2022 7:30,9.24,0.292,
DSCMET_421,10/1/2022 7:35,9.18,0.267,
DSCMET_421,10/1/2022 7:40,9.25,0.245,
DSCMET_421,10/1/2022 7:45,9.82,0.315,
DSCMET_421,10/1/2022 7:50,10.08,0.642,
DSCMET_421,10/1/2022 7:55,10.44,0.771,
DSCMET_421,10/1/2022 8:00,10.85,1.027,
DSCMET_421,10/1/2022 8:05,11.01,0.985,
DSCMET_421,10/1/2022 8:10,11.15,0.955,
DSCMET_421,10/1/2022 8:15,11.43,1.162,
DSCMET_421,10/1/2022 8:20,12.28,2,
DSCMET_421,10/1/2022 8:25,12.49,2.129,
DSCMET_421,10/1/2022 8:30,12.6,2.086,
DSCMET_421,10/1/2022 8:35,12.81,2.263,
DSCMET_421,10/1/2022 8:40,12.99,2.41,
DSCMET_421,10/1/2022 8:45,13.4,2.782,
DSCMET_421,10/1/2022 8:50,13.65,2.609,
DSCMET_421,10/1/2022 8:55,13.99,2.971,
DSCMET_421,10/1/2022 9:00,15,4.183,
DSCMET_421,10/1/2022 9:05,15.65,5.111,
DSCMET_421,10/1/2022 9:10,15.96,5.228,
DSCMET_421,10/1/2022 9:15,16.65,5.562,
DSCMET_421,10/1/2022 9:20,16.67,5.907,
DSCMET_421,10/1/2022 9:25,17.04,6.01,
DSCMET_421,10/1/2022 9:30,17.23,6.372,
DSCMET_421,10/1/2022 9:35,17.73,6.785,
DSCMET_421,10/1/2022 9:40,18.81,8.16,
DSCMET_421,10/1/2022 9:45,18.87,8.576,
DSCMET_421,10/1/2022 9:50,18.64,8.372,
DSCMET_421,10/1/2022 9:55,19.42,9.768,
DSCMET_421,10/1/2022 10:00,19.52,9.42,
DSCMET_421,10/1/2022 10:05,20.52,11.828,
DSCMET_421,10/1/2022 10:10,20.47,12.514,
DSCMET_421,10/1/2022 10:15,21.39,14.777,
DSCMET_421,10/1/2022 10:20,21.56,14.42,
DSCMET_421,10/1/2022 10:25,21.96,15.818,
DSCMET_421,10/1/2022 10:30,22.28,16.753,
DSCMET_421,10/1/2022 10:35,22.52,16.707,
DSCMET_421,10/1/2022 10:40,22.6,17.087,
DSCMET_421,10/1/2022 10:45,22.81,18.136,
DSCMET_421,10/1/2022 10:50,22.86,17.749,
DSCMET_421,10/1/2022 10:55,22.79,18.009,
DSCMET_421,10/1/2022 11:00,22.84,18.066,
DSCMET_421,10/1/2022 11:05,23.02,18.132,
DSCMET_421,10/1/2022 11:10,23.19,18.777,
DSCMET_421,10/1/2022 11:15,23.16,18.612,
DSCMET_421,10/1/2022 11:20,23.49,19.03,
DSCMET_421,10/1/2022 11:25,23.74,19.518,
DSCMET_421,10/1/2022 11:30,24.07,20.098,
DSCMET_421,10/1/2022 11:35,24.32,19.802,
DSCMET_421,10/1/2022 11:40,24.64,20.681,
DSCMET_421,10/1/2022 11:45,24.57,21.061,
DSCMET_421,10/1/2022 11:50,24.91,21.609,
DSCMET_421,10/1/2022 11:55,24.22,20.669,
DSCMET_421,10/1/2022 12:00,24.59,20.798,
DSCMET_421,10/1/2022 12:05,24.79,21.154,
DSCMET_421,10/1/2022 12:10,24.98,21.696,
DSCMET_421,10/1/2022 12:15,24.85,21.798,
DSCMET_421,10/1/2022 12:20,24.95,21.916,
DSCMET_421,10/1/2022 12:25,25.14,22.054,
DSCMET_421,10/1/2022 12:30,24.72,21.733,
DSCMET_421,10/1/2022 12:35,25.03,22.192,
DSCMET_421,10/1/2022 12:40,25.02,22.112,
DSCMET_421,10/1/2022 12:45,25.5,22.677,
DSCMET_421,10/1/2022 12:50,25.65,22.916,
DSCMET_421,10/1/2022 12:55,25.08,22.414,
DSCMET_421,10/1/2022 13:00,25.1,22.457,
DSCMET_421,10/1/2022 13:05,25.2,22.277,
DSCMET_421,10/1/2022 13:10,25.06,22.435,
DSCMET_421,10/1/2022 13:15,25.57,23.126,
DSCMET_421,10/1/2022 13:20,25.71,23.493,
DSCMET_421,10/1/2022 13:25,25.61,23.486,
DSCMET_421,10/1/2022 13:30,25.86,23.993,
DSCMET_421,10/1/2022 13:35,26.02,23.938,
DSCMET_421,10/1/2022 13:40,25.65,23.581,
DSCMET_421,10/1/2022 13:45,26.04,23.92,
DSCMET_421,10/1/2022 13:50,26.53,25.051,
DSCMET_421,10/1/2022 13:55,26.72,25.347,
DSCMET_421,10/1/2022 14:00,26.55,25.768,
DSCMET_421,10/1/2022 14:05,26.54,25.548,
DSCMET_421,10/1/2022 14:10,26.67,25.157,
DSCMET_421,10/1/2022 14:15,26.62,25.1,
DSCMET_421,10/1/2022 14:20,26.76,25.673,
DSCMET_421,10/1/2022 14:25,27.08,26.844,
DSCMET_421,10/1/2022 14:30,27.1,27.184,
DSCMET_421,10/1/2022 14:35,26.71,25.766,
DSCMET_421,10/1/2022 14:40,27.02,26.871,
DSCMET_421,10/1/2022 14:45,26.95,26.541,
DSCMET_421,10/1/2022 14:50,27.14,26.831,
DSCMET_421,10/1/2022 14:55,27.02,27.185,
DSCMET_421,10/1/2022 15:00,26.97,26.761,
DSCMET_421,10/1/2022 15:05,26.87,25.858,
DSCMET_421,10/1/2022 15:10,26.52,25.778,
DSCMET_421,10/1/2022 15:15,26.37,25.987,
DSCMET_421,10/1/2022 15:20,26.45,26.172,
DSCMET_421,10/1/2022 15:25,26.42,25.943,
DSCMET_421,10/1/2022 15:30,26.32,25.678,
DSCMET_421,10/1/2022 15:35,26.3,25.706,
DSCMET_421,10/1/2022 15:40,26.17,24.885,
DSCMET_421,10/1/2022 15:45,26.01,24.688,
DSCMET_421,10/1/2022 15:50,26.13,24.745,
DSCMET_421,10/1/2022 15:55,25.94,24.207,
DSCMET_421,10/1/2022 16:00,25.7,24.011,
DSCMET_421,10/1/2022 16:05,25.74,24.071,
DSCMET_421,10/1/2022 16:10,25.4,23.179,
DSCMET_421,10/1/2022 16:15,25.37,23.086,
DSCMET_421,10/1/2022 16:20,25.19,22.754,
DSCMET_421,10/1/2022 16:25,25.18,22.737,
DSCMET_421,10/1/2022 16:30,24.6,20.978,
DSCMET_421,10/1/2022 16:35,24.12,19.978,
DSCMET_421,10/1/2022 16:40,23.8,18.893,
DSCMET_421,10/1/2022 16:45,23.04,17.433,
DSCMET_421,10/1/2022 16:50,22.43,15.666,
DSCMET_421,10/1/2022 16:55,22.06,14.975,
DSCMET_421,10/1/2022 17:00,22.61,16.722,
DSCMET_421,10/1/2022 17:05,21.52,14.433,
DSCMET_421,10/1/2022 17:10,21.15,13.47,
DSCMET_421,10/1/2022 17:15,20.97,13.056,
DSCMET_421,10/1/2022 17:20,20.22,11.367,
DSCMET_421,10/1/2022 17:25,19.92,10.748,
DSCMET_421,10/1/2022 17:30,19.91,10.976,
DSCMET_421,10/1/2022 17:35,19.85,10.762,
DSCMET_421,10/1/2022 17:40,19.38,9.841,
DSCMET_421,10/1/2022 17:45,19.86,11.309,
DSCMET_421,10/1/2022 17:50,20.09,11.718,
DSCMET_421,10/1/2022 17:55,19.75,11.154,
DSCMET_421,10/1/2022 18:00,19.84,11.498,
DSCMET_421,10/1/2022 18:05,19.51,10.785,
DSCMET_421,10/1/2022 18:10,18.2,8.374,
DSCMET_421,10/1/2022 18:15,19.09,10.332,
DSCMET_421,10/1/2022 18:20,18.32,8.739,
DSCMET_421,10/1/2022 18:25,17.7,7.922,
DSCMET_421,10/1/2022 18:30,17.27,7.249,
DSCMET_421,10/1/2022 18:35,17.23,7.239,
DSCMET_421,10/1/2022 18:40,17.12,7.052,
DSCMET_421,10/1/2022 18:45,16.76,6.53,
DSCMET_421,10/1/2022 18:50,16.34,5.895,
DSCMET_421,10/1/2022 18:55,16.45,6.182,
DSCMET_421,10/1/2022 19:00,16.08,5.66,
DSCMET_421,10/1/2022 19:05,16.67,6.593,
DSCMET_421,10/1/2022 19:10,16.3,6.086,
DSCMET_421,10/1/2022 19:15,15.92,5.443,
DSCMET_421,10/1/2022 19:20,15.65,5.234,
DSCMET_421,10/1/2022 19:25,15.58,5.145,
DSCMET_421,10/1/2022 19:30,15.53,5.155,
DSCMET_421,10/1/2022 19:35,15.23,4.846,
DSCMET_421,10/1/2022 19:40,15.3,4.928,
DSCMET_421,10/1/2022 19:45,15.44,5.155,
DSCMET_421,10/1/2022 19:50,15.12,4.842,
DSCMET_421,10/1/2022 19:55,15.13,4.641,
DSCMET_421,10/1/2022 20:00,15.08,4.662,
DSCMET_421,10/1/2022 20:05,14.77,4.266,
DSCMET_421,10/1/2022 20:10,14.52,4.085,
DSCMET_421,10/1/2022 20:15,14.47,4.009,
DSCMET_421,10/1/2022 20:20,14.48,4.103,
DSCMET_421,10/1/2022 20:25,14.5,4.103,
DSCMET_421,10/1/2022 20:30,14.25,3.927,
DSCMET_421,10/1/2022 20:35,14.11,3.79,
DSCMET_421,10/1/2022 20:40,14,3.652,
DSCMET_421,10/1/2022 20:45,13.94,3.598,
DSCMET_421,10/1/2022 20:50,13.75,3.469,
DSCMET_421,10/1/2022 20:55,13.63,3.274,
DSCMET_421,10/1/2022 21:00,13.63,3.28,
DSCMET_421,10/1/2022 21:05,13.29,2.946,
DSCMET_421,10/1/2022 21:10,13.4,3.081,
DSCMET_421,10/1/2022 21:15,13.52,3.227,
DSCMET_421,10/1/2022 21:20,13.55,3.352,
DSCMET_421,10/1/2022 21:25,13.43,3.205,
DSCMET_421,10/1/2022 21:30,13.38,3.144,
DSCMET_421,10/1/2022 21:35,13.47,3.268,
DSCMET_421,10/1/2022 21:40,13.05,2.825,
DSCMET_421,10/1/2022 21:45,13.23,2.98,
DSCMET_421,10/1/2022 21:50,13.19,2.987,
DSCMET_421,10/1/2022 21:55,13.08,2.936,
DSCMET_421,10/1/2022 22:00,12.92,2.771,
DSCMET_421,10/1/2022 22:05,13,2.846,
DSCMET_421,10/1/2022 22:10,13.04,2.898,
DSCMET_421,10/1/2022 22:15,12.8,2.675,
DSCMET_421,10/1/2022 22:20,12.5,2.406,
DSCMET_421,10/1/2022 22:25,12.83,2.71,
DSCMET_421,10/1/2022 22:30,12.72,2.632,
DSCMET_421,10/1/2022 22:35,12.63,2.558,
DSCMET_421,10/1/2022 22:40,12.46,2.385,
DSCMET_421,10/1/2022 22:45,12.45,2.398,
DSCMET_421,10/1/2022 22:50,12.47,2.445,
DSCMET_421,10/1/2022 22:55,12.13,2.15,
DSCMET_421,10/1/2022 23:00,12.26,2.24,
DSCMET_421,10/1/2022 23:05,12.5,2.464,
DSCMET_421,10/1/2022 23:10,12.49,2.506,
DSCMET_421,10/1/2022 23:15,12.11,2.175,
DSCMET_421,10/1/2022 23:20,11.92,1.981,
DSCMET_421,10/1/2022 23:25,11.79,1.867,
DSCMET_421,10/1/2022 23:30,11.55,1.674,
DSCMET_421,10/1/2022 23:35,11.56,1.689,
DSCMET_421,10/1/2022 23:40,11.73,1.86,
DSCMET_421,10/1/2022 23:45,11.59,1.774,
DSCMET_421,10/1/2022 23:50,11.75,1.904,
DSCMET_421,10/1/2022 23:55,11.6,1.776,
DSCMET_421,10/2/2022 0:00,11.75,1.904,
DSCMET_421,10/2/2022 0:05,11.61,1.818,
DSCMET_421,10/2/2022 0:10,11.24,1.507,
DSCMET_421,10/2/2022 0:15,11.11,1.388,
DSCMET_421,10/2/2022 0:20,11.35,1.572,
DSCMET_421,10/2/2022 0:25,11.3,1.567,
DSCMET_421,10/2/2022 0:30,11.17,1.487,
DSCMET_421,10/2/2022 0:35,11.22,1.505,
DSCMET_421,10/2/2022 0:40,11.18,1.514,
DSCMET_421,10/2/2022 0:45,11.2,1.503,
DSCMET_421,10/2/2022 0:50,10.9,1.356,
DSCMET_421,10/2/2022 0:55,10.86,1.287,
DSCMET_421,10/2/2022 1:00,10.86,1.287,
DSCMET_421,10/2/2022 1:05,11.2,1.583,
DSCMET_421,10/2/2022 1:10,10.92,1.384,
DSCMET_421,10/2/2022 1:15,10.95,1.4,
DSCMET_421,10/2/2022 1:20,10.79,1.32,
DSCMET_421,10/2/2022 1:25,10.62,1.165,
DSCMET_421,10/2/2022 1:30,10.63,1.165,
DSCMET_421,10/2/2022 1:35,10.54,1.133,
DSCMET_421,10/2/2022 1:40,10.31,0.978,
DSCMET_421,10/2/2022 1:45,10.32,0.966,
DSCMET_421,10/2/2022 1:50,10.39,1.033,
DSCMET_421,10/2/2022 1:55,10.2,0.933,
DSCMET_421,10/2/2022 2:00,10.12,0.879,
DSCMET_421,10/2/2022 2:05,10.06,0.851,
DSCMET_421,10/2/2022 2:10,10.14,0.88,
DSCMET_421,10/2/2022 2:15,10.23,0.973,
DSCMET_421,10/2/2022 2:20,10.04,0.862,
DSCMET_421,10/2/2022 2:25,10.05,0.85,
DSCMET_421,10/2/2022 2:30,10.25,1.011,
DSCMET_421,10/2/2022 2:35,10.14,0.979,
DSCMET_421,10/2/2022 2:40,9.81,0.776,
DSCMET_421,10/2/2022 2:45,10.05,0.85,
DSCMET_421,10/2/2022 2:50,10.17,1.031,
DSCMET_421,10/2/2022 2:55,9.81,0.849,
DSCMET_421,10/2/2022 3:00,9.67,0.697,
DSCMET_421,10/2/2022 3:05,9.7,0.71,
DSCMET_421,10/2/2022 3:10,9.75,0.724,
DSCMET_421,10/2/2022 3:15,9.78,0.811,
DSCMET_421,10/2/2022 3:20,9.8,0.824,
DSCMET_421,10/2/2022 3:25,9.59,0.753,
DSCMET_421,10/2/2022 3:30,9.54,0.667,
DSCMET_421,10/2/2022 3:35,9.69,0.77,
DSCMET_421,10/2/2022 3:40,9.73,0.82,
DSCMET_421,10/2/2022 3:45,9.54,0.75,
DSCMET_421,10/2/2022 3:50,9.53,0.714,
DSCMET_421,10/2/2022 3:55,9.48,0.711,
DSCMET_421,10/2/2022 4:00,9.45,0.698,
DSCMET_421,10/2/2022 4:05,9.26,0.608,
DSCMET_421,10/2/2022 4:10,9.2,0.547,
DSCMET_421,10/2/2022 4:15,9.27,0.585,
DSCMET_421,10/2/2022 4:20,9.29,0.632,
DSCMET_421,10/2/2022 4:25,9.07,0.542,
DSCMET_421,10/2/2022 4:30,9.09,0.508,
DSCMET_421,10/2/2022 4:35,9.14,0.556,
DSCMET_421,10/2/2022 4:40,9.05,0.541,
DSCMET_421,10/2/2022 4:45,8.99,0.516,
DSCMET_421,10/2/2022 4:50,9.06,0.496,
DSCMET_421,10/2/2022 4:55,9.23,0.63,
DSCMET_421,10/2/2022 5:00,9.16,0.673,
DSCMET_421,10/2/2022 5:05,8.84,0.511,
DSCMET_421,10/2/2022 5:10,8.92,0.468,
DSCMET_421,10/2/2022 5:15,8.91,0.513,
DSCMET_421,10/2/2022 5:20,8.95,0.469,
DSCMET_421,10/2/2022 5:25,9.25,0.701,
DSCMET_421,10/2/2022 5:30,9.05,0.691,
DSCMET_421,10/2/2022 5:35,8.97,0.607,
DSCMET_421,10/2/2022 5:40,8.8,0.532,
DSCMET_421,10/2/2022 5:45,8.69,0.461,
DSCMET_421,10/2/2022 5:50,8.74,0.44,
DSCMET_421,10/2/2022 5:55,8.71,0.462,
DSCMET_421,10/2/2022 6:00,8.61,0.458,
DSCMET_421,10/2/2022 6:05,8.64,0.426,
DSCMET_421,10/2/2022 6:10,8.61,0.436,
DSCMET_421,10/2/2022 6:15,8.55,0.412,
DSCMET_421,10/2/2022 6:20,8.56,0.412,
DSCMET_421,10/2/2022 6:25,8.57,0.413,
DSCMET_421,10/2/2022 6:30,8.53,0.411,
DSCMET_421,10/2/2022 6:35,8.54,0.401,
DSCMET_421,10/2/2022 6:40,8.52,0.4,
DSCMET_421,10/2/2022 6:45,8.53,0.411,
DSCMET_421,10/2/2022 6:50,8.78,0.498,
DSCMET_421,10/2/2022 6:55,8.68,0.517,
DSCMET_421,10/2/2022 7:00,8.67,0.483,
DSCMET_421,10/2/2022 7:05,8.81,0.51,
DSCMET_421,10/2/2022 7:10,8.77,0.588,
DSCMET_421,10/2/2022 7:15,8.77,0.509,
DSCMET_421,10/2/2022 7:20,8.94,0.617,
DSCMET_421,10/2/2022 7:25,8.8,0.589,
DSCMET_421,10/2/2022 7:30,8.68,0.506,
DSCMET_421,10/2/2022 7:35,8.67,0.438,
DSCMET_421,10/2/2022 7:40,8.87,0.501,
DSCMET_421,10/2/2022 7:45,8.93,0.503,
DSCMET_421,10/2/2022 7:50,9.47,0.735,
DSCMET_421,10/2/2022 7:55,10.02,1.094,
DSCMET_421,10/2/2022 8:00,10.41,1.312,
DSCMET_421,10/2/2022 8:05,10.86,1.561,
DSCMET_421,10/2/2022 8:10,11.1,1.625,
DSCMET_421,10/2/2022 8:15,11.1,1.506,
DSCMET_421,10/2/2022 8:20,11.27,1.523,
DSCMET_421,10/2/2022 8:25,11.62,1.696,
DSCMET_421,10/2/2022 8:30,12.13,2.108,
DSCMET_421,10/2/2022 8:35,12.53,2.265,
DSCMET_421,10/2/2022 8:40,12.88,2.526,
DSCMET_421,10/2/2022 8:45,13.2,2.731,
DSCMET_421,10/2/2022 8:50,13.65,3.031,
DSCMET_421,10/2/2022 8:55,14.09,3.544,
DSCMET_421,10/2/2022 9:00,14.64,4.037,
DSCMET_421,10/2/2022 9:05,15.24,4.691,
DSCMET_421,10/2/2022 9:10,16.02,5.551,
DSCMET_421,10/2/2022 9:15,16.44,6.161,
DSCMET_421,10/2/2022 9:20,17.3,7.308,
DSCMET_421,10/2/2022 9:25,17.49,7.466,
DSCMET_421,10/2/2022 9:30,17.74,7.918,
DSCMET_421,10/2/2022 9:35,17.95,8.178,
DSCMET_421,10/2/2022 9:40,18.07,8.294,
DSCMET_421,10/2/2022 9:45,18.38,8.598,
DSCMET_421,10/2/2022 9:50,18.59,8.909,
DSCMET_421,10/2/2022 9:55,19.29,9.956,
DSCMET_421,10/2/2022 10:00,19.1,9.474,
DSCMET_421,10/2/2022 10:05,19.25,9.592,
DSCMET_421,10/2/2022 10:10,19.79,10.277,
DSCMET_421,10/2/2022 10:15,20.19,10.91,
DSCMET_421,10/2/2022 10:20,20.63,11.415,
DSCMET_421,10/2/2022 10:25,21.04,12.155,
DSCMET_421,10/2/2022 10:30,21.14,12.115,
DSCMET_421,10/2/2022 10:35,21.86,13.449,
DSCMET_421,10/2/2022 10:40,22.79,15.18,
DSCMET_421,10/2/2022 10:45,22.65,15.23,
DSCMET_421,10/2/2022 10:50,23.28,15.885,
DSCMET_421,10/2/2022 10:55,23.65,16.357,
DSCMET_421,10/2/2022 11:00,23.73,17.006,
DSCMET_421,10/2/2022 11:05,23.96,17.778,
DSCMET_421,10/2/2022 11:10,24,17.779,
DSCMET_421,10/2/2022 11:15,24.35,17.754,
DSCMET_421,10/2/2022 11:20,24.63,18.543,
DSCMET_421,10/2/2022 11:25,25.08,18.468,
DSCMET_421,10/2/2022 11:30,25.26,18.387,
DSCMET_421,10/2/2022 11:35,25.15,19.705,
DSCMET_421,10/2/2022 11:40,25.56,20.944,
DSCMET_421,10/2/2022 11:45,25.99,21.978,
DSCMET_421,10/2/2022 11:50,26.06,21.779,
DSCMET_421,10/2/2022 11:55,26.21,22.194,
DSCMET_421,10/2/2022 12:00,26.42,23.363,
DSCMET_421,10/2/2022 12:05,26.57,24.092,
DSCMET_421,10/2/2022 12:10,26.76,23.153,
DSCMET_421,10/2/2022 12:15,26.9,23.727,
DSCMET_421,10/2/2022 12:20,27.06,24.852,
DSCMET_421,10/2/2022 12:25,27.22,25.209,
DSCMET_421,10/2/2022 12:30,27.22,23.671,
DSCMET_421,10/2/2022 12:35,27.19,22.88,
DSCMET_421,10/2/2022 12:40,27.42,25.729,
DSCMET_421,10/2/2022 12:45,27.54,24.663,
DSCMET_421,10/2/2022 12:50,27.66,25.24,
DSCMET_421,10/2/2022 12:55,27.95,24.401,
DSCMET_421,10/2/2022 13:00,28.13,26.874,
DSCMET_421,10/2/2022 13:05,28.23,27.092,
DSCMET_421,10/2/2022 13:10,28.21,28.25,
DSCMET_421,10/2/2022 13:15,28.56,29.42,
DSCMET_421,10/2/2022 13:20,28.78,29.927,
DSCMET_421,10/2/2022 13:25,28.55,30.624,
DSCMET_421,10/2/2022 13:30,28.6,30.541,
DSCMET_421,10/2/2022 13:35,28.73,30.906,
DSCMET_421,10/2/2022 13:40,29.02,31.088,
DSCMET_421,10/2/2022 13:45,28.8,30.536,
DSCMET_421,10/2/2022 13:50,29.08,32.073,
DSCMET_421,10/2/2022 13:55,29.07,32.263,
DSCMET_421,10/2/2022 14:00,29.16,30.734,
DSCMET_421,10/2/2022 14:05,29.12,31.55,
DSCMET_421,10/2/2022 14:10,29.12,31.594,
DSCMET_421,10/2/2022 14:15,28.72,28.756,
DSCMET_421,10/2/2022 14:20,28.68,29.857,
DSCMET_421,10/2/2022 14:25,29.16,31.421,
DSCMET_421,10/2/2022 14:30,28.85,29.378,
DSCMET_421,10/2/2022 14:35,28.75,27.803,
DSCMET_421,10/2/2022 14:40,27.96,26.259,
DSCMET_421,10/2/2022 14:45,27.87,25.547,
DSCMET_421,10/2/2022 14:50,28.04,25.499,
DSCMET_421,10/2/2022 14:55,28.42,26.982,
DSCMET_421,10/2/2022 15:00,28.76,28.404,
DSCMET_421,10/2/2022 15:05,28.45,27.013,
DSCMET_421,10/2/2022 15:10,27.78,25.041,
DSCMET_421,10/2/2022 15:15,27.62,23.85,
DSCMET_421,10/2/2022 15:20,27.68,23.897,
DSCMET_421,10/2/2022 15:25,27.55,23.466,
DSCMET_421,10/2/2022 15:30,27.2,23.16,
DSCMET_421,10/2/2022 15:35,27.78,24.638,
DSCMET_421,10/2/2022 15:40,27.4,23.903,
DSCMET_421,10/2/2022 15:45,28.08,27.84,
DSCMET_421,10/2/2022 15:50,27.62,25.898,
DSCMET_421,10/2/2022 15:55,27.29,24.979,
DSCMET_421,10/2/2022 16:00,26.82,22.847,
DSCMET_421,10/2/2022 16:05,26.25,21.667,
DSCMET_421,10/2/2022 16:10,26.48,21.955,
DSCMET_421,10/2/2022 16:15,25.9,20.515,
DSCMET_421,10/2/2022 16:20,25.33,20.079,
DSCMET_421,10/2/2022 16:25,25.26,19.098,
DSCMET_421,10/2/2022 16:30,24.76,18.041,
DSCMET_421,10/2/2022 16:35,24.57,17.202,
DSCMET_421,10/2/2022 16:40,24.06,16.406,
