"Data set title: Canopy Processes at HJA. Above canopy variables include: air temperature, relative humidity, water vapor, and leaf wetness from 13-Oct-2020 to 01-Oct-2021",,,,
,,,,
Site,Date,AIRTEMP_MEAN_5600_0_01,VPD_MEAN_5600_0_01,Flag_VPD_MEAN_5600_0_01
DSCMET_421,10/13/2020 16:10,13.16,0.106,
DSCMET_421,10/13/2020 16:15,13.09,0.105,
DSCMET_421,10/13/2020 16:20,12.98,0.105,
DSCMET_421,10/13/2020 16:25,12.97,0.105,
DSCMET_421,10/13/2020 16:30,12.78,0.103,
DSCMET_421,10/13/2020 16:35,12.81,0.104,
DSCMET_421,10/13/2020 16:40,12.63,0.102,
DSCMET_421,10/13/2020 16:45,12.47,0.101,
DSCMET_421,10/13/2020 16:50,12.31,0.086,
DSCMET_421,10/13/2020 16:55,12.25,0.086,
DSCMET_421,10/13/2020 17:00,12.19,0.085,
DSCMET_421,10/13/2020 17:05,12.1,0.085,
DSCMET_421,10/13/2020 17:10,11.98,0.084,
DSCMET_421,10/13/2020 17:15,11.89,0.084,
DSCMET_421,10/13/2020 17:20,11.84,0.083,
DSCMET_421,10/13/2020 17:25,11.76,0.083,
DSCMET_421,10/13/2020 17:30,11.72,0.083,
DSCMET_421,10/13/2020 17:35,11.7,0.082,
DSCMET_421,10/13/2020 17:40,11.69,0.082,
DSCMET_421,10/13/2020 17:45,11.66,0.082,
DSCMET_421,10/13/2020 17:50,11.64,0.082,
DSCMET_421,10/13/2020 17:55,11.65,0.082,
DSCMET_421,10/13/2020 18:00,11.65,0.082,
DSCMET_421,10/13/2020 18:05,11.64,0.082,
DSCMET_421,10/13/2020 18:10,11.6,0.082,
DSCMET_421,10/13/2020 18:15,11.6,0.082,
DSCMET_421,10/13/2020 18:20,11.56,0.082,
DSCMET_421,10/13/2020 18:25,11.56,0.082,
DSCMET_421,10/13/2020 18:30,11.56,0.082,
DSCMET_421,10/13/2020 18:35,11.55,0.095,
DSCMET_421,10/13/2020 18:40,11.57,0.082,
DSCMET_421,10/13/2020 18:45,11.54,0.082,
DSCMET_421,10/13/2020 18:50,11.54,0.082,
DSCMET_421,10/13/2020 18:55,11.54,0.082,
DSCMET_421,10/13/2020 19:00,11.5,0.081,
DSCMET_421,10/13/2020 19:05,11.53,0.082,
DSCMET_421,10/13/2020 19:10,11.6,0.082,
DSCMET_421,10/13/2020 19:15,11.6,0.082,
DSCMET_421,10/13/2020 19:20,11.65,0.082,
DSCMET_421,10/13/2020 19:25,11.54,0.082,
DSCMET_421,10/13/2020 19:30,11.54,0.082,
DSCMET_421,10/13/2020 19:35,11.64,0.082,
DSCMET_421,10/13/2020 19:40,11.53,0.082,
DSCMET_421,10/13/2020 19:45,11.52,0.082,
DSCMET_421,10/13/2020 19:50,11.46,0.095,
DSCMET_421,10/13/2020 19:55,11.41,0.081,
DSCMET_421,10/13/2020 20:00,11.37,0.081,
DSCMET_421,10/13/2020 20:05,11.31,0.08,
DSCMET_421,10/13/2020 20:10,11.26,0.08,
DSCMET_421,10/13/2020 20:15,11.22,0.08,
DSCMET_421,10/13/2020 20:20,11.22,0.08,
DSCMET_421,10/13/2020 20:25,11.22,0.08,
DSCMET_421,10/13/2020 20:30,11.18,0.08,
DSCMET_421,10/13/2020 20:35,11.15,0.08,
DSCMET_421,10/13/2020 20:40,11.13,0.079,
DSCMET_421,10/13/2020 20:45,11.12,0.079,
DSCMET_421,10/13/2020 20:50,11.11,0.079,
DSCMET_421,10/13/2020 20:55,11.05,0.079,
DSCMET_421,10/13/2020 21:00,11.01,0.079,
DSCMET_421,10/13/2020 21:05,11.01,0.079,
DSCMET_421,10/13/2020 21:10,10.98,0.079,
DSCMET_421,10/13/2020 21:15,10.91,0.078,
DSCMET_421,10/13/2020 21:20,10.92,0.078,
DSCMET_421,10/13/2020 21:25,10.96,0.079,
DSCMET_421,10/13/2020 21:30,10.89,0.078,
DSCMET_421,10/13/2020 21:35,10.91,0.078,
DSCMET_421,10/13/2020 21:40,10.89,0.078,
DSCMET_421,10/13/2020 21:45,10.85,0.078,
DSCMET_421,10/13/2020 21:50,10.83,0.078,
DSCMET_421,10/13/2020 21:55,10.76,0.078,
DSCMET_421,10/13/2020 22:00,10.81,0.078,
DSCMET_421,10/13/2020 22:05,10.74,0.077,
DSCMET_421,10/13/2020 22:10,10.74,0.077,
DSCMET_421,10/13/2020 22:15,10.7,0.09,
DSCMET_421,10/13/2020 22:20,10.71,0.077,
DSCMET_421,10/13/2020 22:25,10.7,0.077,
DSCMET_421,10/13/2020 22:30,10.66,0.077,
DSCMET_421,10/13/2020 22:35,10.6,0.077,
DSCMET_421,10/13/2020 22:40,10.59,0.089,
DSCMET_421,10/13/2020 22:45,10.53,0.076,
DSCMET_421,10/13/2020 22:50,10.54,0.076,
DSCMET_421,10/13/2020 22:55,10.38,0.088,
DSCMET_421,10/13/2020 23:00,10.4,0.088,
DSCMET_421,10/13/2020 23:05,10.36,0.075,
DSCMET_421,10/13/2020 23:10,10.34,0.088,
DSCMET_421,10/13/2020 23:15,10.21,0.075,
DSCMET_421,10/13/2020 23:20,10.14,0.074,
DSCMET_421,10/13/2020 23:25,10.17,0.075,
DSCMET_421,10/13/2020 23:30,10.09,0.086,
DSCMET_421,10/13/2020 23:35,9.97,0.086,
DSCMET_421,10/13/2020 23:40,9.95,0.073,
DSCMET_421,10/13/2020 23:45,9.92,0.073,
DSCMET_421,10/13/2020 23:50,9.84,0.073,
DSCMET_421,10/13/2020 23:55,9.78,0.085,
DSCMET_421,10/14/2020 0:00,9.81,0.073,
DSCMET_421,10/14/2020 0:05,9.76,0.072,
DSCMET_421,10/14/2020 0:10,9.75,0.072,
DSCMET_421,10/14/2020 0:15,9.76,0.072,
DSCMET_421,10/14/2020 0:20,9.76,0.085,
DSCMET_421,10/14/2020 0:25,9.62,0.072,
DSCMET_421,10/14/2020 0:30,9.74,0.084,
DSCMET_421,10/14/2020 0:35,9.67,0.072,
DSCMET_421,10/14/2020 0:40,9.59,0.084,
DSCMET_421,10/14/2020 0:45,9.54,0.083,
DSCMET_421,10/14/2020 0:50,9.57,0.072,
DSCMET_421,10/14/2020 0:55,9.54,0.071,
DSCMET_421,10/14/2020 1:00,9.51,0.083,
DSCMET_421,10/14/2020 1:05,9.42,0.071,
DSCMET_421,10/14/2020 1:10,9.41,0.071,
DSCMET_421,10/14/2020 1:15,9.43,0.071,
DSCMET_421,10/14/2020 1:20,9.39,0.071,
DSCMET_421,10/14/2020 1:25,9.3,0.07,
DSCMET_421,10/14/2020 1:30,9.28,0.07,
DSCMET_421,10/14/2020 1:35,9.28,0.07,
DSCMET_421,10/14/2020 1:40,9.28,0.07,
DSCMET_421,10/14/2020 1:45,9.15,0.07,
DSCMET_421,10/14/2020 1:50,9.06,0.069,
DSCMET_421,10/14/2020 1:55,9.09,0.069,
DSCMET_421,10/14/2020 2:00,9,0.08,
DSCMET_421,10/14/2020 2:05,8.94,0.08,
DSCMET_421,10/14/2020 2:10,8.86,0.068,
DSCMET_421,10/14/2020 2:15,8.79,0.079,
DSCMET_421,10/14/2020 2:20,8.73,0.079,
DSCMET_421,10/14/2020 2:25,8.64,0.078,
DSCMET_421,10/14/2020 2:30,8.57,0.078,
DSCMET_421,10/14/2020 2:35,8.52,0.078,
DSCMET_421,10/14/2020 2:40,8.45,0.077,
DSCMET_421,10/14/2020 2:45,8.42,0.077,
DSCMET_421,10/14/2020 2:50,8.36,0.066,
DSCMET_421,10/14/2020 2:55,8.33,0.066,
DSCMET_421,10/14/2020 3:00,8.22,0.076,
DSCMET_421,10/14/2020 3:05,8.19,0.065,
DSCMET_421,10/14/2020 3:10,8.06,0.065,
DSCMET_421,10/14/2020 3:15,8.05,0.075,
DSCMET_421,10/14/2020 3:20,8.05,0.065,
DSCMET_421,10/14/2020 3:25,8.03,0.064,
DSCMET_421,10/14/2020 3:30,7.974,0.064,
DSCMET_421,10/14/2020 3:35,7.903,0.075,
DSCMET_421,10/14/2020 3:40,7.857,0.064,
DSCMET_421,10/14/2020 3:45,7.822,0.074,
DSCMET_421,10/14/2020 3:50,7.737,0.074,
DSCMET_421,10/14/2020 3:55,7.668,0.063,
DSCMET_421,10/14/2020 4:00,7.582,0.063,
DSCMET_421,10/14/2020 4:05,7.519,0.062,
DSCMET_421,10/14/2020 4:10,7.57,0.073,
DSCMET_421,10/14/2020 4:15,7.495,0.073,
DSCMET_421,10/14/2020 4:20,7.37,0.062,
DSCMET_421,10/14/2020 4:25,7.34,0.062,
DSCMET_421,10/14/2020 4:30,7.286,0.072,
DSCMET_421,10/14/2020 4:35,7.201,0.071,
DSCMET_421,10/14/2020 4:40,7.192,0.071,
DSCMET_421,10/14/2020 4:45,7.122,0.061,
DSCMET_421,10/14/2020 4:50,7.042,0.06,
DSCMET_421,10/14/2020 4:55,7.019,0.06,
DSCMET_421,10/14/2020 5:00,7.047,0.07,
DSCMET_421,10/14/2020 5:05,6.977,0.06,
DSCMET_421,10/14/2020 5:10,6.951,0.06,
DSCMET_421,10/14/2020 5:15,6.923,0.07,
DSCMET_421,10/14/2020 5:20,6.822,0.069,
DSCMET_421,10/14/2020 5:25,6.807,0.059,
DSCMET_421,10/14/2020 5:30,6.669,0.059,
DSCMET_421,10/14/2020 5:35,6.726,0.069,
DSCMET_421,10/14/2020 5:40,6.712,0.069,
DSCMET_421,10/14/2020 5:45,6.665,0.059,
DSCMET_421,10/14/2020 5:50,6.621,0.059,
DSCMET_421,10/14/2020 5:55,6.573,0.058,
DSCMET_421,10/14/2020 6:00,6.532,0.058,
DSCMET_421,10/14/2020 6:05,6.496,0.068,
DSCMET_421,10/14/2020 6:10,6.445,0.058,
DSCMET_421,10/14/2020 6:15,6.506,0.068,
DSCMET_421,10/14/2020 6:20,6.434,0.067,
DSCMET_421,10/14/2020 6:25,6.301,0.067,
DSCMET_421,10/14/2020 6:30,6.253,0.067,
DSCMET_421,10/14/2020 6:35,6.246,0.067,
DSCMET_421,10/14/2020 6:40,6.225,0.066,
DSCMET_421,10/14/2020 6:45,6.262,0.067,
DSCMET_421,10/14/2020 6:50,6.276,0.067,
DSCMET_421,10/14/2020 6:55,6.322,0.067,
DSCMET_421,10/14/2020 7:00,6.357,0.067,
DSCMET_421,10/14/2020 7:05,6.436,0.067,
DSCMET_421,10/14/2020 7:10,6.464,0.068,
DSCMET_421,10/14/2020 7:15,6.503,0.068,
DSCMET_421,10/14/2020 7:20,6.479,0.068,
DSCMET_421,10/14/2020 7:25,6.6,0.068,
DSCMET_421,10/14/2020 7:30,6.605,0.068,
DSCMET_421,10/14/2020 7:35,6.68,0.069,
DSCMET_421,10/14/2020 7:40,6.726,0.069,
DSCMET_421,10/14/2020 7:45,6.779,0.069,
DSCMET_421,10/14/2020 7:50,6.825,0.069,
DSCMET_421,10/14/2020 7:55,6.993,0.07,
DSCMET_421,10/14/2020 8:00,6.993,0.07,
DSCMET_421,10/14/2020 8:05,7.09,0.071,
DSCMET_421,10/14/2020 8:10,7.158,0.061,
DSCMET_421,10/14/2020 8:15,7.288,0.061,
DSCMET_421,10/14/2020 8:20,7.408,0.062,
DSCMET_421,10/14/2020 8:25,7.575,0.063,
DSCMET_421,10/14/2020 8:30,7.745,0.063,
DSCMET_421,10/14/2020 8:35,7.758,0.074,
DSCMET_421,10/14/2020 8:40,8.07,0.075,
DSCMET_421,10/14/2020 8:45,8.32,0.077,
DSCMET_421,10/14/2020 8:50,8.34,0.077,
DSCMET_421,10/14/2020 8:55,8.33,0.077,
DSCMET_421,10/14/2020 9:00,8.56,0.078,
DSCMET_421,10/14/2020 9:05,8.7,0.079,
DSCMET_421,10/14/2020 9:10,8.78,0.079,
DSCMET_421,10/14/2020 9:15,8.83,0.079,
DSCMET_421,10/14/2020 9:20,8.99,0.08,
DSCMET_421,10/14/2020 9:25,9.24,0.082,
DSCMET_421,10/14/2020 9:30,9.58,0.084,
DSCMET_421,10/14/2020 9:35,9.67,0.084,
DSCMET_421,10/14/2020 9:40,9.62,0.239,
DSCMET_421,10/14/2020 9:45,9.63,0.24,
DSCMET_421,10/14/2020 9:50,9.74,0.302,
DSCMET_421,10/14/2020 9:55,10.06,1.467,
DSCMET_421,10/14/2020 10:00,10.62,0.96,
DSCMET_421,10/14/2020 10:05,10.69,1.157,
DSCMET_421,10/14/2020 10:10,10.68,2.094,
DSCMET_421,10/14/2020 10:15,10.7,1.428,
DSCMET_421,10/14/2020 10:20,10.72,1.585,
DSCMET_421,10/14/2020 10:25,10.86,1.509,
DSCMET_421,10/14/2020 10:30,11.31,1.126,
DSCMET_421,10/14/2020 10:35,11.74,2.413,
DSCMET_421,10/14/2020 10:40,11.71,1.445,
DSCMET_421,10/14/2020 10:45,11.34,2.618,
DSCMET_421,10/14/2020 10:50,11.2,2.434,
DSCMET_421,10/14/2020 10:55,11.15,1.22,
DSCMET_421,10/14/2020 11:00,11.01,1.116,
DSCMET_421,10/14/2020 11:05,11.3,0.723,
DSCMET_421,10/14/2020 11:10,12.04,1.491,
DSCMET_421,10/14/2020 11:15,12.51,2.596,
DSCMET_421,10/14/2020 11:20,12.37,2.985,
DSCMET_421,10/14/2020 11:25,12.47,3.891,
DSCMET_421,10/14/2020 11:30,12.31,3.347,
DSCMET_421,10/14/2020 11:35,12.33,4.045,
DSCMET_421,10/14/2020 11:40,12.42,4.416,
DSCMET_421,10/14/2020 11:45,12.3,4.012,
DSCMET_421,10/14/2020 11:50,12.42,5.091,
DSCMET_421,10/14/2020 11:55,12.44,4.484,
DSCMET_421,10/14/2020 12:00,12.27,2.798,
DSCMET_421,10/14/2020 12:05,12.13,3.064,
DSCMET_421,10/14/2020 12:10,12.26,2.942,
DSCMET_421,10/14/2020 12:15,12,1.374,
DSCMET_421,10/14/2020 12:20,11.85,1.153,
DSCMET_421,10/14/2020 12:25,11.98,1.653,
DSCMET_421,10/14/2020 12:30,12.39,4.127,
DSCMET_421,10/14/2020 12:35,12.62,4.136,
DSCMET_421,10/14/2020 12:40,12.57,3.561,
DSCMET_421,10/14/2020 12:45,12.68,4.521,
DSCMET_421,10/14/2020 12:50,12.58,3.125,
DSCMET_421,10/14/2020 12:55,12.21,1.337,
DSCMET_421,10/14/2020 13:00,12.34,0.66,
DSCMET_421,10/14/2020 13:05,12.3,0.544,
DSCMET_421,10/14/2020 13:10,12.68,1.892,
DSCMET_421,10/14/2020 13:15,13.56,2.159,
DSCMET_421,10/14/2020 13:20,13.6,4.513,
DSCMET_421,10/14/2020 13:25,13.42,2.401,
DSCMET_421,10/14/2020 13:30,13.99,4.649,
DSCMET_421,10/14/2020 13:35,13.83,5.596,
DSCMET_421,10/14/2020 13:40,13.42,4.835,
DSCMET_421,10/14/2020 13:45,12.68,2.845,
DSCMET_421,10/14/2020 13:50,12.43,2.424,
DSCMET_421,10/14/2020 13:55,12.25,2.267,
DSCMET_421,10/14/2020 14:00,12.19,2.102,
DSCMET_421,10/14/2020 14:05,12.26,1.983,
DSCMET_421,10/14/2020 14:10,12.24,2.436,
DSCMET_421,10/14/2020 14:15,12.15,1.742,
DSCMET_421,10/14/2020 14:20,12.22,1.978,
DSCMET_421,10/14/2020 14:25,11.93,1.577,
DSCMET_421,10/14/2020 14:30,12.44,1.877,
DSCMET_421,10/14/2020 14:35,12.41,1.57,
DSCMET_421,10/14/2020 14:40,12.38,2.675,
DSCMET_421,10/14/2020 14:45,12.61,1.606,
DSCMET_421,10/14/2020 14:50,12.33,1.476,
DSCMET_421,10/14/2020 14:55,12.35,1.564,
DSCMET_421,10/14/2020 15:00,12.35,1.65,
DSCMET_421,10/14/2020 15:05,12.44,1.357,
DSCMET_421,10/14/2020 15:10,12.45,1.864,
DSCMET_421,10/14/2020 15:15,13.03,1.966,
DSCMET_421,10/14/2020 15:20,12.96,2.674,
DSCMET_421,10/14/2020 15:25,12.83,2.74,
DSCMET_421,10/14/2020 15:30,12.76,2.668,
DSCMET_421,10/14/2020 15:35,12.42,1.845,
DSCMET_421,10/14/2020 15:40,12.16,1.97,
DSCMET_421,10/14/2020 15:45,12.07,1.775,
DSCMET_421,10/14/2020 15:50,11.78,0.857,
DSCMET_421,10/14/2020 15:55,11.52,0.272,
DSCMET_421,10/14/2020 16:00,11.32,0.094,
DSCMET_421,10/14/2020 16:05,11.23,0.12,
DSCMET_421,10/14/2020 16:10,11.13,0.093,
DSCMET_421,10/14/2020 16:15,10.98,0.092,
DSCMET_421,10/14/2020 16:20,10.78,0.091,
DSCMET_421,10/14/2020 16:25,10.67,0.09,
DSCMET_421,10/14/2020 16:30,10.66,0.103,
DSCMET_421,10/14/2020 16:35,10.55,0.089,
DSCMET_421,10/14/2020 16:40,10.48,0.089,
DSCMET_421,10/14/2020 16:45,10.37,0.088,
DSCMET_421,10/14/2020 16:50,10.29,0.088,
DSCMET_421,10/14/2020 16:55,10.12,0.087,
DSCMET_421,10/14/2020 17:00,10.02,0.086,
DSCMET_421,10/14/2020 17:05,9.91,0.085,
DSCMET_421,10/14/2020 17:10,9.84,0.085,
DSCMET_421,10/14/2020 17:15,9.78,0.085,
DSCMET_421,10/14/2020 17:20,9.68,0.084,
DSCMET_421,10/14/2020 17:25,9.65,0.084,
DSCMET_421,10/14/2020 17:30,9.58,0.084,
DSCMET_421,10/14/2020 17:35,9.45,0.083,
DSCMET_421,10/14/2020 17:40,9.5,0.083,
DSCMET_421,10/14/2020 17:45,9.62,0.084,
DSCMET_421,10/14/2020 17:50,9.65,0.084,
DSCMET_421,10/14/2020 17:55,9.42,0.083,
DSCMET_421,10/14/2020 18:00,9.33,0.082,
DSCMET_421,10/14/2020 18:05,9.4,0.083,
DSCMET_421,10/14/2020 18:10,9.47,0.083,
DSCMET_421,10/14/2020 18:15,9.5,0.131,
DSCMET_421,10/14/2020 18:20,9.59,0.346,
DSCMET_421,10/14/2020 18:25,9.67,0.709,
DSCMET_421,10/14/2020 18:30,9.53,0.512,
DSCMET_421,10/14/2020 18:35,9.47,0.427,
DSCMET_421,10/14/2020 18:40,9.31,0.176,
DSCMET_421,10/14/2020 18:45,9.31,0.117,
DSCMET_421,10/14/2020 18:50,9.49,0.522,
DSCMET_421,10/14/2020 18:55,9.59,0.812,
DSCMET_421,10/14/2020 19:00,9.52,0.785,
DSCMET_421,10/14/2020 19:05,9.31,0.516,
DSCMET_421,10/14/2020 19:10,9,0.092,
DSCMET_421,10/14/2020 19:15,8.93,0.08,
DSCMET_421,10/14/2020 19:20,8.87,0.08,
DSCMET_421,10/14/2020 19:25,8.8,0.079,
DSCMET_421,10/14/2020 19:30,8.67,0.079,
DSCMET_421,10/14/2020 19:35,8.6,0.078,
DSCMET_421,10/14/2020 19:40,8.59,0.078,
DSCMET_421,10/14/2020 19:45,8.45,0.077,
DSCMET_421,10/14/2020 19:50,8.36,0.077,
DSCMET_421,10/14/2020 19:55,8.3,0.077,
DSCMET_421,10/14/2020 20:00,8.19,0.076,
DSCMET_421,10/14/2020 20:05,8.16,0.076,
DSCMET_421,10/14/2020 20:10,8.04,0.075,
DSCMET_421,10/14/2020 20:15,7.96,0.075,
DSCMET_421,10/14/2020 20:20,7.886,0.075,
DSCMET_421,10/14/2020 20:25,7.886,0.075,
DSCMET_421,10/14/2020 20:30,7.812,0.064,
DSCMET_421,10/14/2020 20:35,7.711,0.074,
DSCMET_421,10/14/2020 20:40,7.545,0.062,
DSCMET_421,10/14/2020 20:45,7.45,0.072,
DSCMET_421,10/14/2020 20:50,7.371,0.062,
DSCMET_421,10/14/2020 20:55,7.33,0.061,
DSCMET_421,10/14/2020 21:00,7.299,0.061,
DSCMET_421,10/14/2020 21:05,7.264,0.071,
DSCMET_421,10/14/2020 21:10,7.229,0.061,
DSCMET_421,10/14/2020 21:15,7.151,0.061,
DSCMET_421,10/14/2020 21:20,7.044,0.06,
DSCMET_421,10/14/2020 21:25,7.038,0.06,
DSCMET_421,10/14/2020 21:30,6.94,0.06,
DSCMET_421,10/14/2020 21:35,6.845,0.059,
DSCMET_421,10/14/2020 21:40,6.758,0.069,
DSCMET_421,10/14/2020 21:45,6.675,0.069,
DSCMET_421,10/14/2020 21:50,6.647,0.059,
DSCMET_421,10/14/2020 21:55,6.581,0.058,
DSCMET_421,10/14/2020 22:00,6.491,0.068,
DSCMET_421,10/14/2020 22:05,6.407,0.067,
DSCMET_421,10/14/2020 22:10,6.459,0.058,
DSCMET_421,10/14/2020 22:15,6.39,0.058,
DSCMET_421,10/14/2020 22:20,6.402,0.058,
DSCMET_421,10/14/2020 22:25,6.32,0.057,
DSCMET_421,10/14/2020 22:30,6.281,0.067,
DSCMET_421,10/14/2020 22:35,6.182,0.066,
DSCMET_421,10/14/2020 22:40,6.121,0.066,
DSCMET_421,10/14/2020 22:45,6.131,0.057,
DSCMET_421,10/14/2020 22:50,6.022,0.066,
DSCMET_421,10/14/2020 22:55,5.922,0.056,
DSCMET_421,10/14/2020 23:00,5.913,0.065,
DSCMET_421,10/14/2020 23:05,5.866,0.056,
DSCMET_421,10/14/2020 23:10,5.716,0.055,
DSCMET_421,10/14/2020 23:15,5.608,0.055,
DSCMET_421,10/14/2020 23:20,5.575,0.064,
DSCMET_421,10/14/2020 23:25,5.499,0.054,
DSCMET_421,10/14/2020 23:30,5.423,0.063,
DSCMET_421,10/14/2020 23:35,5.385,0.063,
DSCMET_421,10/14/2020 23:40,5.417,0.054,
DSCMET_421,10/14/2020 23:45,5.355,0.054,
DSCMET_421,10/14/2020 23:50,5.372,0.054,
DSCMET_421,10/14/2020 23:55,5.362,0.054,
DSCMET_421,10/15/2020 0:00,5.398,0.054,
DSCMET_421,10/15/2020 0:05,5.321,0.054,
DSCMET_421,10/15/2020 0:10,5.156,0.062,
DSCMET_421,10/15/2020 0:15,5.072,0.061,
DSCMET_421,10/15/2020 0:20,5.036,0.061,
DSCMET_421,10/15/2020 0:25,4.903,0.052,
DSCMET_421,10/15/2020 0:30,4.916,0.061,
DSCMET_421,10/15/2020 0:35,4.81,0.06,
DSCMET_421,10/15/2020 0:40,4.916,0.061,
DSCMET_421,10/15/2020 0:45,4.862,0.06,
DSCMET_421,10/15/2020 0:50,4.782,0.06,
DSCMET_421,10/15/2020 0:55,4.788,0.06,
DSCMET_421,10/15/2020 1:00,4.775,0.06,
DSCMET_421,10/15/2020 1:05,4.717,0.051,
DSCMET_421,10/15/2020 1:10,4.602,0.059,
DSCMET_421,10/15/2020 1:15,4.644,0.06,
DSCMET_421,10/15/2020 1:20,4.671,0.06,
DSCMET_421,10/15/2020 1:25,4.63,0.051,
DSCMET_421,10/15/2020 1:30,4.621,0.059,
DSCMET_421,10/15/2020 1:35,4.496,0.059,
DSCMET_421,10/15/2020 1:40,4.477,0.059,
DSCMET_421,10/15/2020 1:45,4.474,0.059,
DSCMET_421,10/15/2020 1:50,4.294,0.058,
DSCMET_421,10/15/2020 1:55,4.253,0.05,
DSCMET_421,10/15/2020 2:00,4.229,0.058,
DSCMET_421,10/15/2020 2:05,4.261,0.058,
DSCMET_421,10/15/2020 2:10,4.174,0.058,
DSCMET_421,10/15/2020 2:15,4.059,0.057,
DSCMET_421,10/15/2020 2:20,4.01,0.057,
DSCMET_421,10/15/2020 2:25,3.954,0.057,
DSCMET_421,10/15/2020 2:30,3.98,0.057,
DSCMET_421,10/15/2020 2:35,4.031,0.049,
DSCMET_421,10/15/2020 2:40,4.111,0.049,
DSCMET_421,10/15/2020 2:45,3.863,0.056,
DSCMET_421,10/15/2020 2:50,3.758,0.048,
DSCMET_421,10/15/2020 2:55,3.83,0.056,
DSCMET_421,10/15/2020 3:00,3.924,0.057,
DSCMET_421,10/15/2020 3:05,3.731,0.056,
DSCMET_421,10/15/2020 3:10,3.674,0.048,
DSCMET_421,10/15/2020 3:15,3.696,0.048,
DSCMET_421,10/15/2020 3:20,3.534,0.055,
DSCMET_421,10/15/2020 3:25,3.501,0.055,
