hour,avg_sd_D,ZeroOne_sdD,avg_temp_D,avg_sv_D,ZeroOneSV_D,avg_VPD_D,,
8/8/2016 8:00,0,0,15.42583333,0,0,0.485116667,,
8/8/2016 9:00,0,0,19.20333333,0,0,0.945483333,,
8/8/2016 10:00,0,0,19.96,0,0,1.130083333,,
8/8/2016 11:00,0,0,20.37833333,0,0,1.273291667,,
8/8/2016 12:00,0,0,21.57666667,0,0,1.483875,,
8/8/2016 13:00,0,0,21.275,0,0,1.441833333,,
8/8/2016 14:00,0,0,21.0775,0,0,1.349308333,,
8/8/2016 15:00,0,0,19.38,0,0,1.082858333,,
8/8/2016 16:00,0,0,17.4025,0,0,0.683658333,,
8/8/2016 17:00,0,0,17.84916667,0,0,0.711925,,
8/8/2016 18:00,0,0,17.2375,0,0,0.624691667,,
8/8/2016 19:00,0,0,16.22,0,0,0.480066667,,
8/8/2016 20:00,0,0,15.45916667,0,0,0.360008333,,
8/8/2016 21:00,0,0,15.065,0,0,0.311625,,
8/8/2016 22:00,0,0,14.69916667,0,0,0.264691667,,
8/8/2016 23:00,0,0,14.32416667,0,0,0.211575,,
8/9/2016 0:00,0,0,13.95083333,0,0,0.16355,,
8/9/2016 1:00,0,0,13.40333333,0,0,0.112566667,,
8/9/2016 2:00,0,0,13.31416667,0,0,0.110833333,,
8/9/2016 3:00,0,0,12.91416667,0,0,0.0576,,
8/9/2016 4:00,0,0,12.79916667,0,0,0.045933333,,
8/9/2016 5:00,0,0,12.715,0,0,0.039933333,,
8/9/2016 6:00,0,0,13.40833333,0,0,0.072833333,,
8/9/2016 7:00,0,0,15.985,0,0,0.3227,,
8/9/2016 8:00,0,0,16.13083333,0,0,0.411966667,,
8/9/2016 9:00,0,0,17.3975,0,0,0.629066667,,
8/9/2016 10:00,0,0,18.49,0,0,0.820141667,,
8/9/2016 11:00,0,0,19.4875,0,0,1.029125,,
8/9/2016 12:00,0,0,20.525,0,0,1.203391667,,
8/9/2016 13:00,0,0,21.1,0,0,1.335033333,,
8/9/2016 14:00,0,0,20.88090909,0,0,1.235445455,,
8/9/2016 15:00,0,0,21.29416667,0,0,1.278166667,,
8/9/2016 16:00,0,0,22.44916667,0,0,1.386291667,,
8/9/2016 17:00,0,0,19.21416667,0,0,0.856116667,,
8/9/2016 18:00,0,0,17.55416667,0,0,0.616816667,,
8/9/2016 19:00,0,0,15.93583333,0,0,0.400058333,,
8/9/2016 20:00,0,0,14.49916667,0,0,0.23605,,
8/9/2016 21:00,0,0,13.81166667,0,0,0.191825,,
8/9/2016 22:00,0,0,12.77166667,0,0,0.125533333,,
8/9/2016 23:00,0,0,11.80833333,0,0,0.076758333,,
8/10/2016 0:00,0,0,11.45166667,0,0,0.068166667,,
8/10/2016 1:00,0,0,10.9275,0,0,0.052275,,
8/10/2016 2:00,0,0,10.19166667,0,0,0.030675,,
8/10/2016 3:00,0,0,9.780833333,0,0,0.026441667,,
8/10/2016 4:00,0,0,9.173333333,0,0,0.016975,,
8/10/2016 5:00,0,0,8.967916667,0,0,0.019136364,,
8/10/2016 6:00,0,0,10.9175,0,0,0.147641667,,
8/10/2016 7:00,0,0,16.07083333,0,0,0.515691667,,
8/10/2016 8:00,0,0,16.23833333,0,0,0.483933333,,
8/10/2016 9:00,0,0,20.55416667,0,0,1.052575,,
8/10/2016 10:00,0,0,21.47583333,0,0,1.2799,,
8/10/2016 11:00,0,0,22.92416667,0,0,1.4185,,
8/10/2016 12:00,0,0,24.14333333,0,0,1.5999,,
8/10/2016 13:00,0,0,25.40666667,0,0,1.831975,,
8/10/2016 14:00,0,0,26.47833333,0,0,2.023833333,,
8/10/2016 15:00,0,0,27.1725,0,0,2.153725,,
8/10/2016 16:00,0,0,31.01583333,0,0,2.924358333,,
8/10/2016 17:00,0,0,28.75166667,0,0,2.400833333,,
8/10/2016 18:00,0,0,22.825,0,0,1.245791667,,
8/10/2016 19:00,0,0,20.0075,0,0,0.739558333,,
8/10/2016 20:00,0,0,17.96333333,0,0,0.450208333,,
8/10/2016 21:00,0,0,16.70583333,0,0,0.328183333,,
8/10/2016 22:00,0,0,15.41166667,0,0,0.220191667,,
8/10/2016 23:00,0,0,14.43333333,0,0,0.157291667,,
8/11/2016 0:00,0,0,13.6425,0,0,0.1118,,
8/11/2016 1:00,0,0,13.03166667,0,0,0.084741667,,
8/11/2016 2:00,0,0,12.32083333,0,0,0.056008333,,
8/11/2016 3:00,0,0,11.83416667,0,0,0.041766667,,
8/11/2016 4:00,0,0,11.33666667,0,0,0.029458333,,
8/11/2016 5:00,0,0,11.1225,0,0,0.028,,
8/11/2016 6:00,0,0,13.31916667,0,0,0.191233333,,
8/11/2016 7:00,0,0,18.41083333,0,0,0.600925,,
8/11/2016 8:00,0,0,18.9675,0,0,0.607783333,,
8/11/2016 9:00,0,0,23.65166667,0,0,1.28485,,
8/11/2016 10:00,0,0,24.96333333,0,0,1.605833333,,
8/11/2016 11:00,0,0,27.65083333,0,0,2.189566667,,
8/11/2016 12:00,0,0,29.95833333,0,0,2.807141667,,
8/11/2016 13:00,0,0,31.0575,0.151808333,1,3.151808333,,
8/11/2016 14:00,0,0,31.97583333,0.400108333,1,3.400108333,,
8/11/2016 15:00,0,0,32.30083333,0.476066667,1,3.476066667,,
8/11/2016 16:00,1.065,1,36.065,1.368741667,1,4.368741667,,
8/11/2016 17:00,0,0,33.425,0.529566667,1,3.529566667,,
8/11/2016 18:00,0,0,26.61833333,0,0,1.800775,,
8/11/2016 19:00,0,0,23.23083333,0,0,1.038791667,,
8/11/2016 20:00,0,0,21.2075,0,0,0.733466667,,
8/11/2016 21:00,0,0,19.72583333,0,0,0.555341667,,
8/11/2016 22:00,0,0,18.57083333,0,0,0.425325,,
8/11/2016 23:00,0,0,17.45,0,0,0.319583333,,
8/12/2016 0:00,0,0,16.32416667,0,0,0.228733333,,
8/12/2016 1:00,0,0,15.525,0,0,0.176858333,,
8/12/2016 2:00,0,0,14.91583333,0,0,0.142175,,
8/12/2016 3:00,0,0,14.1375,0,0,0.099058333,,
8/12/2016 4:00,0,0,13.475,0,0,0.072591667,,
8/12/2016 5:00,0,0,13.21833333,0,0,0.080675,,
8/12/2016 6:00,0,0,15.01,0,0,0.256475,,
8/12/2016 7:00,0,0,19.6525,0,0,0.700675,,
8/12/2016 8:00,0,0,21.07333333,0,0,0.884133333,,
8/12/2016 9:00,0,0,26.23083333,0,0,1.793566667,,
8/12/2016 10:00,0,0,28.1575,0,0,2.328683333,,
8/12/2016 11:00,0,0,31.45416667,0.271866667,1,3.271866667,,
8/12/2016 12:00,0,0,33.36583333,1.077175,1,4.077175,,
8/12/2016 13:00,0,0,34.11666667,1.381625,1,4.381625,,
8/12/2016 14:00,0,0,34.46583333,1.488816667,1,4.488816667,,
8/12/2016 15:00,0,0,34.65333333,1.456241667,1,4.456241667,,
8/12/2016 16:00,2.97,1,37.97,2.380183333,1,5.380183333,,
8/12/2016 17:00,0.220833333,1,35.22083333,1.408766667,1,4.408766667,,
8/12/2016 18:00,0,0,28.18333333,0,0,2.393875,,
8/12/2016 19:00,0,0,24.75333333,0,0,1.529275,,
8/12/2016 20:00,0,0,22.42833333,0,0,1.086591667,,
8/12/2016 21:00,0,0,20.7125,0,0,0.822608333,,
8/12/2016 22:00,0,0,19.0775,0,0,0.608158333,,
8/12/2016 23:00,0,0,17.9125,0,0,0.48675,,
8/13/2016 0:00,0,0,16.70416667,0,0,0.368233333,,
8/13/2016 1:00,0,0,15.945,0,0,0.308475,,
8/13/2016 2:00,0,0,15.10166667,0,0,0.242925,,
8/13/2016 3:00,0,0,14.37083333,0,0,0.191891667,,
8/13/2016 4:00,0,0,13.67416667,0,0,0.147825,,
8/13/2016 5:00,0,0,13.31083333,0,0,0.130358333,,
8/13/2016 6:00,0,0,14.825,0,0,0.260766667,,
8/13/2016 7:00,0,0,18.08666667,0,0,0.551308333,,
8/13/2016 8:00,0,0,21.0125,0,0,0.901475,,
8/13/2016 9:00,0,0,25.91166667,0,0,1.810041667,,
8/13/2016 10:00,0,0,28.2275,0,0,2.443591667,,
8/13/2016 11:00,0,0,30.88,0.237,1,3.237,,
8/13/2016 12:00,0,0,32.88416667,0.882291667,1,3.882291667,,
8/13/2016 13:00,0,0,34.005,1.500825,1,4.500825,,
8/13/2016 14:00,0,0,34.62833333,1.721966667,1,4.721966667,,
8/13/2016 15:00,0,0,34.8775,1.56805,1,4.56805,,
8/13/2016 16:00,0.601666667,1,35.60166667,1.518518182,1,4.518518182,,
8/13/2016 17:00,0,0,33.40083333,0.810691667,1,3.810691667,,
8/13/2016 18:00,0,0,27.8725,0,0,2.244075,,
8/13/2016 19:00,0,0,24.6775,0,0,1.537658333,,
8/13/2016 20:00,0,0,23.05916667,0,0,1.293316667,,
8/13/2016 21:00,0,0,21.4375,0,0,1.020333333,,
8/13/2016 22:00,0,0,19.9825,0,0,0.795716667,,
8/13/2016 23:00,0,0,18.69583333,0,0,0.625908333,,
8/14/2016 0:00,0,0,17.8925,0,0,0.533675,,
8/14/2016 1:00,0,0,17.09333333,0,0,0.4506,,
8/14/2016 2:00,0,0,16.34583333,0,0,0.373208333,,
8/14/2016 3:00,0,0,15.83,0,0,0.325433333,,
8/14/2016 4:00,0,0,15.24166667,0,0,0.271925,,
8/14/2016 5:00,0,0,14.70166667,0,0,0.225875,,
8/14/2016 6:00,0,0,15.80083333,0,0,0.32915,,
8/14/2016 7:00,0,0,20.32916667,0,0,0.830833333,,
8/14/2016 8:00,0,0,22.43333333,0,0,1.1665,,
8/14/2016 9:00,0,0,26.7325,0,0,1.994158333,,
8/14/2016 10:00,0,0,28.40916667,0,0,2.369641667,,
8/14/2016 11:00,0,0,30.09416667,0,0,2.839833333,,
8/14/2016 12:00,0,0,30.42166667,0,0,2.812075,,
8/14/2016 13:00,0,0,31.06166667,0,0,2.959091667,,
8/14/2016 14:00,0,0,31.96333333,0.177808333,1,3.177808333,,
8/14/2016 15:00,0,0,32.00333333,0.238225,1,3.238225,,
8/14/2016 16:00,0.0425,1,35.0425,1.071766667,1,4.071766667,,
8/14/2016 17:00,0,0,32.55083333,0.439133333,1,3.439133333,,
8/14/2016 18:00,0,0,27.25666667,0,0,2.291675,,
8/14/2016 19:00,0,0,23.46583333,0,0,1.358958333,,
8/14/2016 20:00,0,0,21.04916667,0,0,1.006666667,,
8/14/2016 21:00,0,0,19.1825,0,0,0.833783333,,
8/14/2016 22:00,0,0,17.41916667,0,0,0.64295,,
8/14/2016 23:00,0,0,16.1025,0,0,0.5159,,
8/15/2016 0:00,0,0,14.9625,0,0,0.408808333,,
8/15/2016 1:00,0,0,13.9925,0,0,0.341083333,,
8/15/2016 2:00,0,0,12.84,0,0,0.252658333,,
8/15/2016 3:00,0,0,12.11416667,0,0,0.215458333,,
8/15/2016 4:00,0,0,11.58083333,0,0,0.191041667,,
8/15/2016 5:00,0,0,10.94,0,0,0.153566667,,
8/15/2016 6:00,0,0,12.42416667,0,0,0.281241667,,
8/15/2016 7:00,0,0,17.40083333,0,0,0.733858333,,
8/15/2016 8:00,0,0,19.3075,0,0,1.0163,,
8/15/2016 9:00,0,0,23.88083333,0,0,1.769791667,,
8/15/2016 10:00,0,0,25.66166667,0,0,2.180958333,,
8/15/2016 11:00,0,0,27.99833333,0,0,2.647391667,,
8/15/2016 12:00,0,0,29.60916667,0,0,2.890675,,
8/15/2016 13:00,0,0,31.10833333,0.206116667,1,3.206116667,,
8/15/2016 14:00,0,0,31.55,0.348266667,1,3.348266667,,
8/15/2016 15:00,0,0,31.4525,0.2837,1,3.2837,,
8/15/2016 16:00,0.228333333,1,35.22833333,1.237416667,1,4.237416667,,
8/15/2016 17:00,0,0,31.65666667,0.264483333,1,3.264483333,,
8/15/2016 18:00,0,0,25.69416667,0,0,1.893083333,,
8/15/2016 19:00,0,0,22.3675,0,0,1.1667,,
8/15/2016 20:00,0,0,20.37416667,0,0,0.87065,,
8/15/2016 21:00,0,0,18.66666667,0,0,0.678691667,,
8/15/2016 22:00,0,0,17.37833333,0,0,0.538941667,,
8/15/2016 23:00,0,0,16.135,0,0,0.406558333,,
8/16/2016 0:00,0,0,15.24,0,0,0.325816667,,
8/16/2016 1:00,0,0,14.44916667,0,0,0.262408333,,
8/16/2016 2:00,0,0,13.84416667,0,0,0.216233333,,
8/16/2016 3:00,0,0,13.235,0,0,0.175866667,,
8/16/2016 4:00,0,0,12.68333333,0,0,0.140391667,,
8/16/2016 5:00,0,0,12.34333333,0,0,0.121116667,,
8/16/2016 6:00,0,0,13.20916667,0,0,0.18825,,
8/16/2016 7:00,0,0,17.2375,0,0,0.542508333,,
8/16/2016 8:00,0,0,19.2625,0,0,0.766241667,,
8/16/2016 9:00,0,0,23.59416667,0,0,1.440741667,,
8/16/2016 10:00,0,0,25.47666667,0,0,1.899475,,
8/16/2016 11:00,0,0,27.60416667,0,0,2.314841667,,
8/16/2016 12:00,0,0,29.37666667,0,0,2.633025,,
8/16/2016 13:00,0,0,30.63,0,0,2.924766667,,
8/16/2016 14:00,0,0,31.09916667,0.024541667,1,3.024541667,,
8/16/2016 15:00,0,0,31.37,0.057666667,1,3.057666667,,
8/16/2016 16:00,0,0,34.65833333,0.886058333,1,3.886058333,,
8/16/2016 17:00,0,0,31.30916667,0.038083333,1,3.038083333,,
8/16/2016 18:00,0,0,26.25583333,0,0,1.940875,,
8/16/2016 19:00,0,0,23.29166667,0,0,1.318258333,,
8/16/2016 20:00,0,0,20.72,0,0,0.8898,,
8/16/2016 21:00,0,0,19.29416667,0,0,0.733233333,,
8/16/2016 22:00,0,0,17.90833333,0,0,0.563925,,
8/16/2016 23:00,0,0,16.72333333,0,0,0.43985,,
8/17/2016 0:00,0,0,15.44,0,0,0.323333333,,
8/17/2016 1:00,0,0,14.47166667,0,0,0.253375,,
8/17/2016 2:00,0,0,13.5375,0,0,0.198575,,
8/17/2016 3:00,0,0,12.99541667,0,0,0.173518182,,
8/17/2016 4:00,0,0,12.29833333,0,0,0.135016667,,
8/17/2016 5:00,0,0,11.91,0,0,0.120466667,,
8/17/2016 6:00,0,0,13.26583333,0,0,0.242825,,
8/17/2016 7:00,0,0,17.76833333,0,0,0.63965,,
8/17/2016 8:00,0,0,19.1025,0,0,0.782858333,,
8/17/2016 9:00,0,0,23.45,0,0,1.422825,,
8/17/2016 10:00,0,0,24.265,0,0,1.561741667,,
8/17/2016 11:00,0,0,25.9575,0,0,1.813433333,,
8/17/2016 12:00,0,0,27.25583333,0,0,2.123458333,,
8/17/2016 13:00,0,0,28.31,0,0,2.477691667,,
8/17/2016 14:00,0,0,29.15833333,0,0,2.776566667,,
8/17/2016 15:00,0,0,30.17916667,0.027316667,1,3.027316667,,
8/17/2016 16:00,0,0,33.47833333,0.8036,1,3.8036,,
8/17/2016 17:00,0,0,29.79166667,0,0,2.873816667,,
8/17/2016 18:00,0,0,24.78583333,0,0,1.758991667,,
8/17/2016 19:00,0,0,21.54,0,0,1.06835,,
8/17/2016 20:00,0,0,19.68916667,0,0,0.7943,,
8/17/2016 21:00,0,0,18.17833333,0,0,0.622091667,,
8/17/2016 22:00,0,0,17.0275,0,0,0.491483333,,
8/17/2016 23:00,0,0,15.87,0,0,0.371333333,,
8/18/2016 0:00,0,0,14.925,0,0,0.285441667,,
8/18/2016 1:00,0,0,14.10583333,0,0,0.219258333,,
8/18/2016 2:00,0,0,13.5225,0,0,0.179316667,,
8/18/2016 3:00,0,0,12.98166667,0,0,0.144883333,,
8/18/2016 4:00,0,0,12.33333333,0,0,0.106266667,,
8/18/2016 5:00,0,0,12.05333333,0,0,0.093766667,,
8/18/2016 6:00,0,0,13.2825,0,0,0.194233333,,
8/18/2016 7:00,0,0,17.61083333,0,0,0.555466667,,
8/18/2016 8:00,0,0,20.1725,0,0,0.838975,,
8/18/2016 9:00,0,0,25.82666667,0,0,1.758916667,,
8/18/2016 10:00,0,0,29.39416667,0,0,2.56205,,
8/18/2016 11:00,0,0,33.78916667,0.859258333,1,3.859258333,,
8/18/2016 12:00,1.383333333,1,36.38333333,2.001191667,1,5.001191667,,
8/18/2016 13:00,2.775833333,1,37.77583333,2.574241667,1,5.574241667,,
8/18/2016 14:00,3.385,1,38.385,2.864916667,1,5.864916667,,
8/18/2016 15:00,3.471666667,1,38.47166667,2.5832,1,5.5832,,
8/18/2016 16:00,6.4175,1,41.4175,3.519875,1,6.519875,,
8/18/2016 17:00,1.464166667,1,36.46416667,1.681908333,1,4.681908333,,
8/18/2016 18:00,0,0,29.28333333,0,0,2.544483333,,
8/18/2016 19:00,0,0,26.03083333,0,0,1.71195,,
8/18/2016 20:00,0,0,24.08333333,0,0,1.23335,,
8/18/2016 21:00,0,0,22.47083333,0,0,0.922016667,,
8/18/2016 22:00,0,0,21.01,0,0,0.717458333,,
8/18/2016 23:00,0,0,19.59666667,0,0,0.6076,,
8/19/2016 0:00,0,0,18.265,0,0,0.542283333,,
8/19/2016 1:00,0,0,16.9975,0,0,0.461716667,,
8/19/2016 2:00,0,0,15.89833333,0,0,0.403,,
8/19/2016 3:00,0,0,15.1075,0,0,0.373116667,,
8/19/2016 4:00,0,0,14.515,0,0,0.362266667,,
8/19/2016 5:00,0,0,14.29416667,0,0,0.390183333,,
8/19/2016 6:00,0,0,15.36416667,0,0,0.52375,,
8/19/2016 7:00,0,0,20.10666667,0,0,1.137508333,,
8/19/2016 8:00,0,0,23.78666667,0,0,1.730983333,,
8/19/2016 9:00,0,0,30.40333333,0.299566667,1,3.299566667,,
8/19/2016 10:00,0,0,32.56166667,0.988908333,1,3.988908333,,
8/19/2016 11:00,0,0,34.46166667,1.52595,1,4.52595,,
8/19/2016 12:00,0.366666667,1,35.36666667,1.807375,1,4.807375,,
8/19/2016 13:00,1.441666667,1,36.44166667,2.145566667,1,5.145566667,,
8/19/2016 14:00,1.841666667,1,36.84166667,2.3319,1,5.3319,,
8/19/2016 15:00,2.029166667,1,37.02916667,2.387691667,1,5.387691667,,
8/19/2016 16:00,1.498333333,1,36.49833333,2.14215,1,5.14215,,
8/19/2016 17:00,0.0675,1,35.0675,1.67325,1,4.67325,,
8/19/2016 18:00,0,0,30.81,0.3008,1,3.3008,,
8/19/2016 19:00,0,0,26.6525,0,0,2.165208333,,
8/19/2016 20:00,0,0,23.97833333,0,0,1.644291667,,
8/19/2016 21:00,0,0,21.99916667,0,0,1.332425,,
8/19/2016 22:00,0,0,20.45083333,0,0,1.133458333,,
8/19/2016 23:00,0,0,19.09833333,0,0,0.978116667,,
8/20/2016 0:00,0,0,17.98833333,0,0,0.86115,,
8/20/2016 1:00,0,0,16.94083333,0,0,0.756266667,,
8/20/2016 2:00,0,0,16.08833333,0,0,0.67495,,
8/20/2016 3:00,0,0,15.36416667,0,0,0.610916667,,
8/20/2016 4:00,0,0,14.86083333,0,0,0.5706,,
8/20/2016 5:00,0,0,14.2775,0,0,0.518125,,
8/20/2016 6:00,0,0,14.20583333,0,0,0.49495,,
8/20/2016 7:00,0,0,17.28083333,0,0,0.8364,,
8/20/2016 8:00,0,0,21.38416667,0,0,1.367966667,,
8/20/2016 9:00,0,0,25.52583333,0,0,2.155675,,
8/20/2016 10:00,0,0,29.52833333,0.079608333,1,3.079608333,,
8/20/2016 11:00,0,0,31.9625,0.712291667,1,3.712291667,,
8/20/2016 12:00,0,0,33.575,1.160375,1,4.160375,,
